
--- LOGICAL GUIDED SEARCH ---
Code family: [1225,65]
Noise level p = 0.03
Search steps = 20
Trials/step = 100
Precision budget = 100000
Score selection: beta=0.3, window=4, top_frac=0.1, min_top=3, max_top=5
Workers = 8
/Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/site-packages/ldpc/code_util/code_util.py:164: UserWarning: This function has exponential complexity. Not recommended for large pcms. Use the                            'ldpc.code_util.estimate_code_distance' function instead.
  warnings.warn(

>>> PHASE 1: Logical-guided search

Step 1/20 (global max dist so far = 6)
Score Info of current state: weight_patterns={6: 2, 7: 0, 8: 4, 9: 0, 10: 22}, score=2.5382
  Target logical weight: 6
  Current distance: 6
  Valid proposal at trial 64/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 1, 9: 0, 10: 10, 11: 0, 12: 33}, score=2.1673
  Valid proposal at trial 65/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 1, 9: 0, 10: 8, 11: 0, 12: 34}, score=1.9954
  Valid proposal at trial 66/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 9, 11: 0, 12: 33}, score=3.0773
  Rejected at trial 67/100: distance 8->6.
  Valid proposal at trial 68/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 12, 11: 0, 12: 27}, score=3.2987
  Valid proposal at trial 69/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 11, 11: 0, 12: 26}, score=3.2006
  Rejected at trial 70/100: distance 8->6.
  Valid proposal at trial 71/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 14, 11: 0, 12: 29}, score=3.4949
  Valid proposal at trial 72/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 7, 11: 0, 12: 35}, score=2.9135
  Valid proposal at trial 73/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 1, 9: 0, 10: 9, 11: 0, 12: 33}, score=2.0773
  Valid proposal at trial 74/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 12, 11: 0, 12: 29}, score=3.3149
  Valid proposal at trial 75/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 4, 9: 0, 10: 9, 11: 0, 12: 29}, score=5.0449
  Valid proposal at trial 76/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 9, 11: 0, 12: 34}, score=3.0854
  Valid proposal at trial 77/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 8, 11: 0, 12: 39}, score=3.0359
  Valid proposal at trial 78/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 4, 9: 0, 10: 9, 11: 0, 12: 31}, score=5.0611
  Valid proposal at trial 79/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 3, 9: 0, 10: 9, 11: 0, 12: 35}, score=4.0935
  Valid proposal at trial 80/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 1, 9: 0, 10: 14, 11: 0, 12: 31}, score=2.5111
  Valid proposal at trial 81/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 9, 11: 0, 12: 36}, score=3.1016
  Valid proposal at trial 82/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 4, 9: 0, 10: 8, 11: 0, 12: 30}, score=4.963
  Valid proposal at trial 83/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 1, 9: 0, 10: 9, 11: 0, 12: 34}, score=2.0854
  Valid proposal at trial 84/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 3, 9: 0, 10: 8, 11: 0, 12: 30}, score=3.963
  Valid proposal at trial 85/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 9, 11: 0, 12: 40}, score=3.134
  Valid proposal at trial 86/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 1, 9: 0, 10: 14, 11: 0, 12: 26}, score=2.4706
  Valid proposal at trial 87/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 10, 11: 0, 12: 30}, score=3.143
  Valid proposal at trial 88/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 3, 9: 0, 10: 10, 11: 0, 12: 29}, score=4.1349
  Valid proposal at trial 89/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 1, 9: 0, 10: 11, 11: 0, 12: 27}, score=2.2087
  Valid proposal at trial 90/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 3, 9: 0, 10: 10, 11: 0, 12: 31}, score=4.1511
  Valid proposal at trial 91/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 6, 11: 0, 12: 39}, score=2.8559
  Valid proposal at trial 92/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 9, 11: 0, 12: 31}, score=3.0611
  Valid proposal at trial 93/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 7, 11: 0, 12: 39}, score=2.9459
  Valid proposal at trial 94/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 1, 9: 0, 10: 10, 11: 0, 12: 33}, score=2.1673
  Valid proposal at trial 95/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 1, 9: 0, 10: 11, 11: 0, 12: 35}, score=2.2735
  Valid proposal at trial 96/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 1, 9: 0, 10: 12, 11: 0, 12: 28}, score=2.3068
  Valid proposal at trial 97/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 1, 9: 0, 10: 13, 11: 0, 12: 27}, score=2.3887
  Valid proposal at trial 98/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 8, 11: 0, 12: 33}, score=2.9873
  Valid proposal at trial 99/100: distance 8->8, target_weight_before_swap=8, weight_patterns={8: 2, 9: 0, 10: 7, 11: 0, 12: 30}, score=2.873
  Rejected at trial 100/100: distance 8->6.
  Trials completed: 100/100, valid proposals found: 86, rejections due to distance decrease: 14.
  Accepted best valid move: distance 8->10, target_weight_before_swap=8, weight_patterns=weight_patterns={10: 8, 11: 0, 12: 42, 13: 0, 14: 34}, score=12.0554, score=12.0554

Step 3/20 (global max dist so far = 10)
Score Info of current state: weight_patterns={10: 8, 11: 0, 12: 42, 13: 0, 14: 34}, score=12.0554
  Target logical weight: 10
  Current distance: 10
  Rejected at trial 1/100: distance 10->8.
  Rejected at trial 2/100: distance 10->8.
  Rejected at trial 3/100: distance 10->6.
  Rejected at trial 4/100: distance 10->8.
  Rejected at trial 5/100: distance 10->8.
  Valid proposal at trial 6/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 10, 11: 0, 12: 37, 13: 0, 14: 36}, score=13.6216
  Rejected at trial 7/100: distance 10->6.
  Rejected at trial 8/100: distance 10->8.
  Rejected at trial 9/100: distance 10->8.
  Valid proposal at trial 10/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 9, 11: 0, 12: 39, 13: 0, 14: 35}, score=12.7935
  Valid proposal at trial 11/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 12, 11: 0, 12: 34, 13: 0, 14: 36}, score=15.3516
  Rejected at trial 12/100: distance 10->8.
  Rejected at trial 13/100: distance 10->4.
  Rejected at trial 14/100: distance 10->8.
  Rejected at trial 15/100: distance 10->8.
  Rejected at trial 16/100: distance 10->8.
  Rejected at trial 17/100: distance 10->6.
  Rejected at trial 18/100: distance 10->8.
  Rejected at trial 19/100: distance 10->8.
  Rejected at trial 20/100: distance 10->6.
  Rejected at trial 21/100: distance 10->8.
  Rejected at trial 22/100: distance 10->8.
  Rejected at trial 23/100: distance 10->6.
  Rejected at trial 24/100: distance 10->8.
  Rejected at trial 25/100: distance 10->8.
  Rejected at trial 26/100: distance 10->8.
  Rejected at trial 27/100: distance 10->8.
  Rejected at trial 28/100: distance 10->2.
  Rejected at trial 29/100: distance 10->8.
  Rejected at trial 30/100: distance 10->6.
  Rejected at trial 31/100: distance 10->8.
  Valid proposal at trial 32/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 7, 11: 0, 12: 42, 13: 0, 14: 34}, score=11.0554
  Rejected at trial 33/100: distance 10->6.
  Rejected at trial 34/100: distance 10->6.
  Rejected at trial 35/100: distance 10->8.
  Rejected at trial 36/100: distance 10->8.
  Valid proposal at trial 37/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 9, 11: 0, 12: 40, 13: 0, 14: 34}, score=12.8754
  Valid proposal at trial 38/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 10, 11: 0, 12: 33, 13: 0, 14: 42}, score=13.3102
  Rejected at trial 39/100: distance 10->8.
  Rejected at trial 40/100: distance 10->8.
  Rejected at trial 41/100: distance 10->8.
  Rejected at trial 42/100: distance 10->8.
  Rejected at trial 43/100: distance 10->8.
  Valid proposal at trial 44/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 10, 11: 0, 12: 35, 13: 0, 14: 36}, score=13.4416
  Valid proposal at trial 45/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 12, 11: 0, 12: 34, 13: 0, 14: 36}, score=15.3516
  Rejected at trial 46/100: distance 10->6.
  Rejected at trial 47/100: distance 10->8.
  Rejected at trial 48/100: distance 10->8.
  Rejected at trial 49/100: distance 10->8.
  Rejected at trial 50/100: distance 10->6.
  Rejected at trial 51/100: distance 10->8.
  Rejected at trial 52/100: distance 10->8.
  Rejected at trial 53/100: distance 10->4.
  Rejected at trial 54/100: distance 10->6.
  Rejected at trial 55/100: distance 10->8.
  Rejected at trial 56/100: distance 10->6.
  Valid proposal at trial 57/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 9, 11: 0, 12: 39, 13: 0, 14: 36}, score=12.8016
  Rejected at trial 58/100: distance 10->6.
  Rejected at trial 59/100: distance 10->8.
  Rejected at trial 60/100: distance 10->8.
  Rejected at trial 61/100: distance 10->4.
  Valid proposal at trial 62/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 12, 11: 0, 12: 32, 13: 0, 14: 39}, score=15.1959
  Rejected at trial 63/100: distance 10->8.
  Rejected at trial 64/100: distance 10->6.
  Rejected at trial 65/100: distance 10->8.
  Rejected at trial 66/100: distance 10->6.
  Rejected at trial 67/100: distance 10->8.
  Rejected at trial 68/100: distance 10->8.
  Valid proposal at trial 69/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 7, 11: 0, 12: 41, 13: 0, 14: 36}, score=10.9816
  Rejected at trial 70/100: distance 10->6.
  Rejected at trial 71/100: distance 10->8.
  Rejected at trial 72/100: distance 10->8.
  Rejected at trial 73/100: distance 10->2.
  Rejected at trial 74/100: distance 10->8.
  Valid proposal at trial 75/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 10, 11: 0, 12: 38, 13: 0, 14: 34}, score=13.6954
  Rejected at trial 76/100: distance 10->6.
  Rejected at trial 77/100: distance 10->8.
  Rejected at trial 78/100: distance 10->6.
  Rejected at trial 79/100: distance 10->8.
  Rejected at trial 80/100: distance 10->8.
  Rejected at trial 81/100: distance 10->6.
  Valid proposal at trial 82/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 8, 11: 0, 12: 41, 13: 0, 14: 36}, score=11.9816
  Rejected at trial 83/100: distance 10->8.
  Rejected at trial 84/100: distance 10->8.
  Rejected at trial 85/100: distance 10->6.
  Rejected at trial 86/100: distance 10->4.
  Rejected at trial 87/100: distance 10->8.
  Rejected at trial 88/100: distance 10->8.
  Rejected at trial 89/100: distance 10->8.
  Rejected at trial 90/100: distance 10->8.
  Valid proposal at trial 91/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 10, 11: 0, 12: 36, 13: 0, 14: 37}, score=13.5397
  Rejected at trial 92/100: distance 10->8.
  Rejected at trial 93/100: distance 10->4.
  Valid proposal at trial 94/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 8, 11: 0, 12: 41, 13: 0, 14: 36}, score=11.9816
  Rejected at trial 95/100: distance 10->8.
  Rejected at trial 96/100: distance 10->6.
  Rejected at trial 97/100: distance 10->8.
  Rejected at trial 98/100: distance 10->8.
  Rejected at trial 99/100: distance 10->4.
  Rejected at trial 100/100: distance 10->8.
  Trials completed: 100/100, valid proposals found: 15, rejections due to distance decrease: 85.
  Accepted best valid move: distance 10->10, target_weight_before_swap=10, weight_patterns=weight_patterns={10: 7, 11: 0, 12: 41, 13: 0, 14: 36}, score=10.9816, score=10.9816

Step 4/20 (global max dist so far = 10)
Score Info of current state: weight_patterns={10: 7, 11: 0, 12: 41, 13: 0, 14: 36}, score=10.9816
  Target logical weight: 10
  Current distance: 10
  Rejected at trial 1/100: distance 10->8.
  Rejected at trial 2/100: distance 10->2.
  Rejected at trial 3/100: distance 10->6.
  Rejected at trial 4/100: distance 10->8.
  Rejected at trial 5/100: distance 10->8.
  Valid proposal at trial 6/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 10, 11: 0, 12: 33, 13: 0, 14: 42}, score=13.3102
  Rejected at trial 7/100: distance 10->8.
  Rejected at trial 8/100: distance 10->8.
  Valid proposal at trial 9/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 16, 11: 0, 12: 29, 13: 0, 14: 38}, score=18.9178
  Rejected at trial 10/100: distance 10->8.
  Rejected at trial 11/100: distance 10->8.
  Valid proposal at trial 12/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 11, 11: 0, 12: 34, 13: 0, 14: 39}, score=14.3759
  Rejected at trial 13/100: distance 10->8.
  Rejected at trial 14/100: distance 10->8.
  Rejected at trial 15/100: distance 10->8.
  Rejected at trial 16/100: distance 10->8.
  Rejected at trial 17/100: distance 10->8.
  Rejected at trial 18/100: distance 10->6.
  Rejected at trial 19/100: distance 10->8.
  Rejected at trial 20/100: distance 10->8.
  Rejected at trial 21/100: distance 10->6.
  Rejected at trial 22/100: distance 10->4.
  Rejected at trial 23/100: distance 10->8.
  Rejected at trial 24/100: distance 10->6.
  Rejected at trial 25/100: distance 10->6.
  Rejected at trial 26/100: distance 10->8.
  Rejected at trial 27/100: distance 10->8.
  Valid proposal at trial 28/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 13, 11: 0, 12: 32, 13: 0, 14: 36}, score=16.1716
  Rejected at trial 29/100: distance 10->8.
  Rejected at trial 30/100: distance 10->8.
  Rejected at trial 31/100: distance 10->6.
  Rejected at trial 32/100: distance 10->8.
  Rejected at trial 33/100: distance 10->8.
  Rejected at trial 34/100: distance 10->8.
  Rejected at trial 35/100: distance 10->6.
  Rejected at trial 36/100: distance 10->2.
  Rejected at trial 37/100: distance 10->8.
  Valid proposal at trial 38/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 11, 11: 0, 12: 37, 13: 0, 14: 32}, score=14.5892
  Rejected at trial 39/100: distance 10->6.
  Rejected at trial 40/100: distance 10->8.
  Rejected at trial 41/100: distance 10->8.
  Rejected at trial 42/100: distance 10->8.
  Rejected at trial 43/100: distance 10->6.
  Rejected at trial 44/100: distance 10->8.
  Rejected at trial 45/100: distance 10->4.
  Rejected at trial 46/100: distance 10->8.
  Rejected at trial 47/100: distance 10->8.
  Valid proposal at trial 48/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 10, 11: 0, 12: 38, 13: 0, 14: 36}, score=13.7116
  Valid proposal at trial 49/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 11, 11: 0, 12: 37, 13: 0, 14: 32}, score=14.5892
  Rejected at trial 50/100: distance 10->6.
  Rejected at trial 51/100: distance 10->8.
  Rejected at trial 52/100: distance 10->6.
  Rejected at trial 53/100: distance 10->8.
  Rejected at trial 54/100: distance 10->8.
  Rejected at trial 55/100: distance 10->8.
  Rejected at trial 56/100: distance 10->6.
  Rejected at trial 57/100: distance 10->8.
  Valid proposal at trial 58/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 10, 11: 0, 12: 39, 13: 0, 14: 32}, score=13.7692
  Rejected at trial 59/100: distance 10->8.
  Rejected at trial 60/100: distance 10->8.
  Rejected at trial 61/100: distance 10->8.
  Rejected at trial 62/100: distance 10->8.
  Valid proposal at trial 63/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 12, 11: 0, 12: 34, 13: 0, 14: 36}, score=15.3516
  Rejected at trial 64/100: distance 10->8.
  Rejected at trial 65/100: distance 10->8.
  Rejected at trial 66/100: distance 10->8.
  Rejected at trial 67/100: distance 10->2.
  Rejected at trial 68/100: distance 10->8.
  Rejected at trial 69/100: distance 10->8.
  Rejected at trial 70/100: distance 10->6.
  Rejected at trial 71/100: distance 10->8.
  Rejected at trial 72/100: distance 10->8.
  Valid proposal at trial 73/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 9, 11: 0, 12: 36, 13: 0, 14: 40}, score=12.564
  Rejected at trial 74/100: distance 10->8.
  Rejected at trial 75/100: distance 10->6.
  Rejected at trial 76/100: distance 10->8.
  Rejected at trial 77/100: distance 10->6.
  Rejected at trial 78/100: distance 10->4.
  Valid proposal at trial 79/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 7, 11: 0, 12: 40, 13: 0, 14: 37}, score=10.8997
  Rejected at trial 80/100: distance 10->8.
  Rejected at trial 81/100: distance 10->6.
  Rejected at trial 82/100: distance 10->8.
  Rejected at trial 83/100: distance 10->8.
  Rejected at trial 84/100: distance 10->6.
  Rejected at trial 85/100: distance 10->6.
  Valid proposal at trial 86/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 9, 11: 0, 12: 36, 13: 0, 14: 37}, score=12.5397
  Rejected at trial 87/100: distance 10->6.
  Rejected at trial 88/100: distance 10->8.
  Rejected at trial 89/100: distance 10->8.
  Rejected at trial 90/100: distance 10->6.
  Rejected at trial 91/100: distance 10->8.
  Rejected at trial 92/100: distance 10->6.
  Rejected at trial 93/100: distance 10->8.
  Rejected at trial 94/100: distance 10->8.
  Rejected at trial 95/100: distance 10->8.
  Rejected at trial 96/100: distance 10->8.
  Rejected at trial 97/100: distance 10->6.
  Rejected at trial 98/100: distance 10->8.
  Rejected at trial 99/100: distance 10->8.
  Rejected at trial 100/100: distance 10->8.
  Trials completed: 100/100, valid proposals found: 12, rejections due to distance decrease: 88.
  Accepted best valid move: distance 10->10, target_weight_before_swap=10, weight_patterns=weight_patterns={10: 7, 11: 0, 12: 40, 13: 0, 14: 37}, score=10.8997, score=10.8997

Step 5/20 (global max dist so far = 10)
Score Info of current state: weight_patterns={10: 7, 11: 0, 12: 40, 13: 0, 14: 37}, score=10.8997
  Target logical weight: 10
  Current distance: 10
  Rejected at trial 1/100: distance 10->6.
  Rejected at trial 2/100: distance 10->6.
  Rejected at trial 3/100: distance 10->6.
  Rejected at trial 4/100: distance 10->6.
  Rejected at trial 5/100: distance 10->6.
  Rejected at trial 6/100: distance 10->6.
  Rejected at trial 7/100: distance 10->6.
  Rejected at trial 8/100: distance 10->8.
  Rejected at trial 9/100: distance 10->8.
  Rejected at trial 10/100: distance 10->8.
  Rejected at trial 11/100: distance 10->8.
  Rejected at trial 12/100: distance 10->8.
  Valid proposal at trial 13/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 9, 11: 0, 12: 36, 13: 0, 14: 40}, score=12.564
  Rejected at trial 14/100: distance 10->8.
  Rejected at trial 15/100: distance 10->6.
  Rejected at trial 16/100: distance 10->8.
  Rejected at trial 17/100: distance 10->4.
  Valid proposal at trial 18/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 7, 11: 0, 12: 38, 13: 0, 14: 43}, score=10.7683
  Rejected at trial 19/100: distance 10->8.
  Rejected at trial 20/100: distance 10->6.
  Rejected at trial 21/100: distance 10->8.
  Rejected at trial 22/100: distance 10->6.
  Rejected at trial 23/100: distance 10->8.
  Valid proposal at trial 24/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 9, 11: 0, 12: 35, 13: 0, 14: 39}, score=12.4659
  Rejected at trial 25/100: distance 10->6.
  Rejected at trial 26/100: distance 10->6.
  Rejected at trial 27/100: distance 10->8.
  Rejected at trial 28/100: distance 10->8.
  Rejected at trial 29/100: distance 10->8.
  Rejected at trial 30/100: distance 10->8.
  Rejected at trial 31/100: distance 10->8.
  Rejected at trial 32/100: distance 10->6.
  Rejected at trial 33/100: distance 10->8.
  Rejected at trial 34/100: distance 10->8.
  Rejected at trial 35/100: distance 10->8.
  Rejected at trial 36/100: distance 10->8.
  Rejected at trial 37/100: distance 10->8.
  Rejected at trial 38/100: distance 10->8.
  Rejected at trial 39/100: distance 10->8.
  Rejected at trial 40/100: distance 10->8.
  Rejected at trial 41/100: distance 10->6.
  Valid proposal at trial 42/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 12, 11: 0, 12: 30, 13: 0, 14: 40}, score=15.024
  Rejected at trial 43/100: distance 10->8.
  Rejected at trial 44/100: distance 10->8.
  Rejected at trial 45/100: distance 10->8.
  Rejected at trial 46/100: distance 10->8.
  Rejected at trial 47/100: distance 10->6.
  Rejected at trial 48/100: distance 10->4.
  Valid proposal at trial 49/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 7, 11: 0, 12: 38, 13: 0, 14: 43}, score=10.7683
  Rejected at trial 50/100: distance 10->6.
  Rejected at trial 51/100: distance 10->6.
  Rejected at trial 52/100: distance 10->6.
  Rejected at trial 53/100: distance 10->6.
  Rejected at trial 54/100: distance 10->6.
  Rejected at trial 55/100: distance 10->8.
  Rejected at trial 56/100: distance 10->8.
  Rejected at trial 57/100: distance 10->8.
  Rejected at trial 58/100: distance 10->6.
  Valid proposal at trial 59/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 7, 11: 0, 12: 39, 13: 0, 14: 41}, score=10.8421
  Rejected at trial 60/100: distance 10->8.
  Rejected at trial 61/100: distance 10->6.
  Valid proposal at trial 62/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 7, 11: 0, 12: 39, 13: 0, 14: 41}, score=10.8421
  Rejected at trial 63/100: distance 10->4.
  Rejected at trial 64/100: distance 10->6.
  Rejected at trial 65/100: distance 10->8.
  Rejected at trial 66/100: distance 10->8.
  Valid proposal at trial 67/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 11, 11: 0, 12: 33, 13: 0, 14: 36}, score=14.2616
  Rejected at trial 68/100: distance 10->4.
  Rejected at trial 69/100: distance 10->6.
  Rejected at trial 70/100: distance 10->8.
  Rejected at trial 71/100: distance 10->4.
  Rejected at trial 72/100: distance 10->6.
  Rejected at trial 73/100: distance 10->8.
  Rejected at trial 74/100: distance 10->8.
  Rejected at trial 75/100: distance 10->8.
  Rejected at trial 76/100: distance 10->6.
  Rejected at trial 77/100: distance 10->8.
  Rejected at trial 78/100: distance 10->8.
  Rejected at trial 79/100: distance 10->8.
  Rejected at trial 80/100: distance 10->6.
  Rejected at trial 81/100: distance 10->8.
  Rejected at trial 82/100: distance 10->6.
  Rejected at trial 83/100: distance 10->6.
  Rejected at trial 84/100: distance 10->8.
  Rejected at trial 85/100: distance 10->8.
  Rejected at trial 86/100: distance 10->6.
  Rejected at trial 87/100: distance 10->6.
  Rejected at trial 88/100: distance 10->6.
  Rejected at trial 89/100: distance 10->8.
  Rejected at trial 90/100: distance 10->6.
  Rejected at trial 91/100: distance 10->8.
  Rejected at trial 92/100: distance 10->6.
  Rejected at trial 93/100: distance 10->6.
  Rejected at trial 94/100: distance 10->8.
  Rejected at trial 95/100: distance 10->8.
  Rejected at trial 96/100: distance 10->8.
  Rejected at trial 97/100: distance 10->8.
  Rejected at trial 98/100: distance 10->8.
  Rejected at trial 99/100: distance 10->6.
  Rejected at trial 100/100: distance 10->8.
  Trials completed: 100/100, valid proposals found: 8, rejections due to distance decrease: 92.
  Accepted best valid move: distance 10->10, target_weight_before_swap=10, weight_patterns=weight_patterns={10: 7, 11: 0, 12: 38, 13: 0, 14: 43}, score=10.7683, score=10.7683

Step 6/20 (global max dist so far = 10)
Score Info of current state: weight_patterns={10: 7, 11: 0, 12: 38, 13: 0, 14: 43}, score=10.7683
  Target logical weight: 10
  Current distance: 10
  Rejected at trial 1/100: distance 10->8.
  Rejected at trial 2/100: distance 10->8.
  Rejected at trial 3/100: distance 10->8.
  Rejected at trial 4/100: distance 10->4.
  Rejected at trial 5/100: distance 10->8.
  Rejected at trial 6/100: distance 10->8.
  Rejected at trial 7/100: distance 10->6.
  Rejected at trial 8/100: distance 10->8.
  Rejected at trial 9/100: distance 10->8.
  Rejected at trial 10/100: distance 10->8.
  Rejected at trial 11/100: distance 10->8.
  Valid proposal at trial 12/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 10, 11: 0, 12: 36, 13: 0, 14: 37}, score=13.5397
  Rejected at trial 13/100: distance 10->8.
  Rejected at trial 14/100: distance 10->8.
  Rejected at trial 15/100: distance 10->4.
  Rejected at trial 16/100: distance 10->6.
  Rejected at trial 17/100: distance 10->6.
  Rejected at trial 18/100: distance 10->6.
  Rejected at trial 19/100: distance 10->8.
  Rejected at trial 20/100: distance 10->8.
  Rejected at trial 21/100: distance 10->8.
  Rejected at trial 22/100: distance 10->8.
  Rejected at trial 23/100: distance 10->6.
  Rejected at trial 24/100: distance 10->8.
  Valid proposal at trial 25/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 13, 11: 0, 12: 30, 13: 0, 14: 44}, score=16.0564
  Rejected at trial 26/100: distance 10->8.
  Valid proposal at trial 27/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 8, 11: 0, 12: 37, 13: 0, 14: 42}, score=11.6702
  Valid proposal at trial 28/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 9, 11: 0, 12: 31, 13: 0, 14: 51}, score=12.2031
  Rejected at trial 29/100: distance 10->6.
  Rejected at trial 30/100: distance 10->8.
  Valid proposal at trial 31/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 8, 11: 0, 12: 40, 13: 0, 14: 36}, score=11.8916
  Rejected at trial 32/100: distance 10->8.
  Rejected at trial 33/100: distance 10->6.
  Rejected at trial 34/100: distance 10->4.
  Rejected at trial 35/100: distance 10->6.
  Rejected at trial 36/100: distance 10->8.
  Valid proposal at trial 37/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 11, 11: 0, 12: 32, 13: 0, 14: 40}, score=14.204
  Valid proposal at trial 38/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 12, 11: 0, 12: 33, 13: 0, 14: 37}, score=15.2697
  Valid proposal at trial 39/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 12, 11: 0, 12: 30, 13: 0, 14: 45}, score=15.0645
  Rejected at trial 40/100: distance 10->8.
  Rejected at trial 41/100: distance 10->8.
  Valid proposal at trial 42/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 12, 11: 0, 12: 27, 13: 0, 14: 51}, score=14.8431
  Rejected at trial 43/100: distance 10->8.
  Rejected at trial 44/100: distance 10->8.
  Valid proposal at trial 45/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 9, 11: 0, 12: 35, 13: 0, 14: 44}, score=12.5064
  Rejected at trial 46/100: distance 10->8.
  Valid proposal at trial 47/100: distance 10->10, target_weight_before_swap=10, weight_patterns={10: 13, 11: 0, 12: 31, 13: 0, 14: 38}, score=16.0978
  Rejected at trial 48/100: distance 10->8.
  Rejected at trial 49/100: distance 10->4.
  Rejected at trial 50/100: distance 10->6.
  Rejected at trial 51/100: distance 10->8.
  Rejected at trial 52/100: distance 10->8.
  Rejected at trial 53/100: distance 10->8.
