idx,search_step,accepted,distance,ler,ler_std,W,A_leq_dplus2,A_at_d,weighted_score
33,1,1,10,0.00217,0.00014715001709573571,12,37,6,6.3154
34,1,1,10,0.00203,0.00014233409145364962,12,37,6,6.314400000000001
35,1,1,10,0.00265454924826411,0.0001751855852955655,12,36,10,10.264899999999999
36,1,1,10,0.00216,0.0001468113058847831,12,30,9,9.2154
37,1,1,10,0.0021,0.0001447622518514257,12,37,7,7.305
38,1,1,10,0.00224,0.00014949932274252955,12,32,8,8.2449
39,1,1,10,0.002558544869503039,0.00016885791781749463,12,33,10,10.2353
40,1,1,10,0.00211,0.00014510578746864498,12,33,5,5.2857
41,1,1,10,0.0024425103460045225,0.00016120924860499387,12,32,13,13.195599999999999
42,1,1,10,0.00206,0.0001433798088215205,12,36,8,8.285
43,1,1,10,0.002489401021850201,0.00016430025684441676,12,34,6,6.2846
44,1,1,10,0.00211,0.00014510578746864498,12,35,4,4.3154
45,1,1,10,0.0025792645154023765,0.00017022360516821608,12,35,10,10.2548
46,1,1,10,0.0025294643941988003,0.00016694109807542944,12,41,13,13.285
47,1,1,10,0.002607962827988338,0.00017211514106181924,12,34,9,9.2551
48,1,1,10,0.00207,0.00014372667662468139,12,29,7,7.226
49,1,1,10,0.00209,0.00014441789212308722,12,29,8,8.215300000000001
50,1,1,10,0.0023365439555954617,0.00015422346706588195,12,46,10,10.3661
51,2,1,10,0.00178,0.00013329851343858582,12,28,5,5.2366
52,2,1,10,0.00201,0.00014163262194140153,12,37,4,4.3362
53,2,1,10,0.0021787895375170387,0.00015275518430186364,12,30,9,9.2161
54,2,1,10,0.00178,0.00013329851343858585,12,31,6,6.2558
55,2,1,10,0.0023291836383454766,0.0001632870855374945,12,32,10,10.2256
56,2,1,10,0.00195,0.00013950688019483557,12,35,4,4.315200000000001
57,2,1,10,0.0023934727757209894,0.00016778868653213576,12,32,10,10.2254
58,2,1,10,0.0020577591712197547,0.00014427843773996655,12,38,6,6.3253
59,2,1,10,0.002163717757407802,0.0001516996401137685,12,31,5,5.2665999999999995
60,2,1,10,0.00169,0.00012989075300450434,12,32,4,4.2858
61,2,1,10,0.002031523642732049,0.0001424408139445059,12,32,4,4.2861
62,2,1,10,0.0019,0.00013771016535062475,12,27,9,9.1865
63,2,1,10,0.00199,0.00014092763251391142,12,32,6,6.265899999999999
64,2,1,10,0.00154,0.00012400176516637836,12,38,3,3.3547000000000002
65,2,1,10,0.00154,0.00012400176516637839,12,29,5,5.2469
66,2,1,10,0.00158,0.00012559933818272103,12,38,3,3.3555
67,2,1,10,0.00184,0.00013552242494611964,12,30,4,4.2665
68,2,1,10,0.00192,0.0001384316713518851,12,31,3,3.2861000000000002
69,2,1,10,0.00171,0.0001306557679909199,12,35,4,4.3157000000000005
70,2,1,10,0.00162,0.0001271767185422607,12,32,4,4.2860000000000005
71,2,1,10,0.00201,0.00014163262194140153,12,34,4,4.3062
72,2,1,10,0.0023757416878298827,0.0001665471637881316,12,33,7,7.265499999999999
73,2,1,10,0.002088219561371024,0.0001464119245164194,12,33,6,6.276000000000001
74,2,1,10,0.0020605789922449147,0.00014447594453075903,12,32,9,9.2353
75,2,1,10,0.00168,0.00012950653929218092,12,31,4,4.2759
76,2,1,10,0.0021577151603405574,0.00015127924696241605,12,36,5,5.315300000000001
77,2,1,10,0.00197,0.0001402190700792019,12,31,6,6.2558
78,2,1,10,0.00163,4.034036102149716e-05,12,30,3,3.2767
79,2,1,10,0.0018,0.00013404394681520223,12,33,3,3.3055
80,2,1,10,0.00183,0.00013515433277160098,12,34,5,5.2956
81,2,1,10,0.0022059223037218145,0.00015465537324913742,12,33,5,5.2859
82,2,1,10,0.0018,0.00013404394681520225,12,30,7,7.2361
83,2,1,10,0.00179,0.00013367175349106783,12,32,6,6.2657
84,2,1,10,0.002121855107608366,0.00014876772809958557,12,33,7,7.265499999999999
85,2,1,10,0.0022851096402359402,0.00016020080528843196,12,30,5,5.256
86,2,1,10,0.00177,0.0001329242178403803,12,30,4,4.2664
87,2,1,10,0.0017,0.00013027382589260637,12,32,5,5.2759
88,2,1,10,0.00193,0.0001387910070193177,12,29,6,6.236400000000001
89,2,1,10,0.002987007254160474,0.00020933500759900476,12,36,6,6.3054
90,2,1,10,0.00168,0.00012950653929218092,12,30,6,6.2462
91,2,1,10,0.00167,0.000129121174571707,12,28,6,6.2265
92,2,1,10,0.0021017538773735324,0.00014735986542301833,12,34,6,6.2851
93,2,1,10,0.00202,0.00014198379342015037,12,28,8,8.206399999999999
94,2,1,10,0.00157,0.0001252018680175242,12,28,4,4.2465
95,2,1,10,0.0020568417852981405,0.00014421418178690921,12,31,5,5.265499999999999
96,2,1,10,0.00183,0.00013515433277160098,12,28,6,6.2261999999999995
97,2,1,10,0.00167,0.000129121174571707,12,31,5,5.2656
98,2,1,10,0.00177,0.0001329242178403803,12,30,6,6.2459
99,2,1,10,0.00175,0.0001321724241114498,12,35,4,4.3157000000000005
100,2,1,10,0.00174,0.0001317949077126161,12,36,4,4.3251
101,2,1,10,0.00183,0.00013515433277160098,12,33,5,5.2854
102,2,1,10,0.002198611517258559,0.0001541433820280837,12,29,6,6.2366
103,2,1,10,0.00187,0.0001366207072598313,12,28,3,3.257
104,2,1,10,0.002068600077445126,0.00014503775686087618,12,35,7,7.2855
105,2,1,10,0.00182,0.00013478522793903156,12,34,7,7.275200000000001
106,2,1,10,0.0020811334488379483,0.00014591560943802374,12,32,6,6.2654
107,2,1,10,0.00186,0.00013625560412657,12,33,7,7.2657
108,2,1,10,0.002111591911458767,0.00014804891140808408,12,31,5,5.2667
109,2,1,10,0.00164,0.0001279580702131653,12,32,5,5.275600000000001
110,2,1,10,0.002309679034258343,0.0001619212930500066,12,29,8,8.215900000000001
111,2,1,10,0.0017,0.00013027382589260637,12,35,3,3.3253000000000004
112,2,1,10,0.002401031378996298,0.00016831792982295777,12,37,6,6.315
113,2,1,10,0.002270236417723501,0.0001591592777081753,12,38,10,10.2853
114,2,1,10,0.0023165846922822354,0.00016240485863133232,12,28,7,7.216
115,2,1,10,0.00175,0.0001321724241114498,12,34,4,4.305499999999999
116,2,1,10,0.00158,0.00012559933818272103,12,34,3,3.3159
117,2,1,10,0.00197,0.0001402190700792019,12,36,5,5.314800000000001
118,2,1,10,0.002084916706037015,0.00014618059121491577,12,36,6,6.305
119,2,1,10,0.00177,0.0001329242178403803,12,34,4,4.3058
120,2,1,10,0.002393585662068152,0.00016779659071257025,12,31,6,6.2558
121,2,1,10,0.0024559026349536646,0.00017215982192484442,12,38,7,7.3151
122,2,1,10,0.002287014713503526,0.00016033421079075428,12,29,7,7.2261999999999995
123,2,1,10,0.00258575668411734,0.00018125090591093688,12,33,8,8.2555
124,2,1,10,0.00173,0.0001314162992266828,12,37,4,4.3351
125,2,1,10,0.002299084896258041,0.000161179436840312,12,31,8,8.2357
126,2,1,10,0.00166,0.00012873464850652,12,32,5,5.2759
127,2,1,10,0.0022142958430140603,0.0001552417869056204,12,35,7,7.2849
128,2,1,10,0.00197,0.0001402190700792019,12,32,5,5.2754
129,2,1,10,0.00178,0.00013329851343858585,12,34,3,3.3157
130,2,1,10,0.00184,0.00013552242494611964,12,28,7,7.2158999999999995
131,2,1,10,0.002267295105769875,0.00015895330453855194,12,34,7,7.274900000000001
132,2,1,10,0.0020687265612261536,0.0001450466159936321,12,36,5,5.3158
133,2,1,10,0.00201,0.00014163262194140153,12,31,5,5.2656
134,2,1,10,0.00184,0.00013552242494611964,12,34,5,5.2952
135,2,1,10,0.00196,0.00013986343202494414,12,36,5,5.315600000000001
136,2,1,10,0.002079641031419995,0.00014581107928310594,12,30,5,5.2562
137,2,1,10,0.0021865810704553043,0.00015330085397970158,12,33,6,6.275600000000001
138,2,1,10,0.002,0.00014128057050421343,12,36,4,4.3249
139,2,1,10,0.0020880262494728506,0.00014639838489519428,12,33,5,5.2859
140,2,1,10,0.0020985816482653103,0.00014713768425214218,12,30,5,5.2559
141,2,1,10,0.00193,0.00013879100701931767,12,37,4,4.3355
142,2,1,10,0.0017,0.00013027382589260637,12,31,5,5.2661
143,2,1,10,0.0021124708624708625,0.0001481104719210275,12,32,5,5.2758
144,2,1,10,0.002780669552353296,0.00019489454393088954,12,29,6,6.2355
145,2,1,10,0.00185,0.00013588951269173272,12,35,4,4.315200000000001
146,2,1,10,0.0020678414994397473,0.0001449846247820368,12,29,7,7.225899999999999
147,2,1,10,0.00185,0.00013588951269173272,12,31,5,5.2657
148,2,1,10,0.0023374170965364777,0.0001638636181072468,12,34,8,8.2656
149,2,1,10,0.001548,3.9314186264060474e-05,12,32,3,3.296
150,2,1,10,0.00178,0.00013329851343858585,12,33,3,3.3063
151,3,1,10,0.001557,3.942812835498668e-05,12,34,2,2.3256
152,3,1,10,0.002444370640983062,0.00017998221568849105,12,36,7,7.2951
153,3,1,10,0.0018445375624035127,0.00013585632513914224,12,31,5,5.2664
154,3,1,10,0.0021968050813056662,0.0001617736001876952,12,32,4,4.2860000000000005
155,3,1,10,0.0020194924927561682,0.0001487293720309743,12,29,5,5.2457
156,3,1,10,0.00176,0.0001325488577544028,12,29,6,6.2362
157,3,1,10,0.0019897699869150997,0.00014654257179156656,12,31,5,5.2661999999999995
158,3,1,10,0.0019909972299168976,0.00014663286611156073,12,32,5,5.2759
159,3,1,10,0.0021077471161666493,0.0001552222252813073,12,33,7,7.265
160,3,1,10,0.00178,0.00013329851343858582,12,30,5,5.256
161,3,1,10,0.0020715355257084314,0.00015255822393230901,12,31,7,7.2455
162,3,1,10,0.001971435612270044,0.00014519360826183668,12,30,6,6.2457
163,3,1,10,0.00164,0.00012795807021316526,12,31,4,4.276000000000001
164,3,1,10,0.00172,0.0001310365891874367,12,33,4,4.2958
165,3,1,10,0.0018816407088876844,0.00013858653340945965,12,29,6,6.2359
166,3,1,10,0.002421116345166978,0.00017827203796625215,12,37,6,6.315200000000001
167,3,1,10,0.00183,0.00013515433277160098,12,33,3,3.3055999999999996
168,3,1,10,0.0019499994701088397,0.00014361639887052805,12,33,7,7.2652
169,3,1,10,0.0023521290602988736,0.00017319831079237518,12,32,6,6.2658
170,3,1,10,0.00172,0.0001310365891874367,12,33,4,4.2957
171,3,1,10,0.002118717254879383,0.00015602925352130445,12,34,8,8.265
172,3,1,10,0.002095170858906184,0.00015429703059489033,12,30,7,7.2357000000000005
173,3,1,10,0.002406266755593916,0.0001771799420912555,12,36,8,8.2854
174,3,1,10,0.0018624989877722893,0.00013717801629089204,12,35,8,8.2751
175,3,1,10,0.0019056693663649356,0.000140354610909396,12,32,6,6.266
176,3,1,10,0.00153,0.00012359912526971082,12,33,1,1.3262
177,3,1,10,0.00156,0.0001248031239921404,12,30,3,3.276
178,3,1,10,0.0018781642985464641,0.0001383307285538488,12,36,8,8.284699999999999
179,3,1,10,0.002423029313387237,0.00017841272382180016,12,36,6,6.3046999999999995
180,3,1,10,0.0022724746507922786,0.00016733962624179105,12,36,7,7.2953
181,3,1,10,0.00228166114851878,0.00016801532877134103,12,32,3,3.2959
182,3,1,10,0.002398550441255068,0.00017661244829052984,12,37,6,6.315
183,3,1,10,0.0019115890083632018,0.00014079018370160778,12,29,6,6.236000000000001
184,3,1,10,0.00177,0.00013292421784038029,12,36,6,6.305
185,3,1,10,0.0019400892019274365,0.0001428872185721831,12,36,5,5.3151
186,3,1,10,0.00153,0.00012359912526971082,12,31,2,2.2962000000000002
187,3,1,10,0.00198038983543391,0.0001458524241341426,12,25,5,5.2069
188,3,1,10,0.001980325892761048,0.00014584771950928137,12,33,5,5.2855
189,3,1,10,0.0021102369429089156,0.000155405392427283,12,32,5,5.2757000000000005
190,3,1,10,0.00166,0.00012873464850652003,12,31,3,3.2861000000000002
191,3,1,10,0.002292634910350499,0.00016882248338155346,12,32,6,6.2654
192,3,1,10,0.001995163896208104,0.00014693942747403242,12,29,5,5.2458
193,3,1,10,0.00166,0.00012873464850652,12,30,2,2.2866000000000004
194,3,1,10,0.0018420999939931521,0.00013567695488753246,12,29,6,6.236000000000001
195,3,1,10,0.00165,0.00012834695060420128,12,32,3,3.2957
196,3,1,10,0.001869082930396977,0.00013766248965360917,12,30,3,3.276
197,3,1,10,0.001960951487765368,0.00014442222089485832,12,29,8,8.215300000000001
198,3,1,10,0.0017,0.00013027382589260637,12,30,3,3.2768
199,3,1,10,0.00188586421777632,0.00013889731085654045,12,31,6,6.2561
200,3,1,10,0.0018844928768217619,0.00013879640394579454,12,35,3,3.3253000000000004
201,3,1,10,0.002276185410146344,0.00016761256772740356,12,30,6,6.246300000000001
202,3,1,10,0.002272923795288624,0.00016737266270522668,12,32,6,6.2663
203,3,1,10,0.0020482906791642083,0.00015084810462004207,12,29,4,4.2568
204,3,1,10,0.0019685881799118413,0.00014498410436113068,12,28,7,7.2164
205,3,1,10,0.00178,0.00013329851343858582,12,30,5,5.2564
206,3,1,10,0.002026498672863641,0.0001492448344753211,12,33,6,6.275600000000001
207,3,1,10,0.0021669493122291315,0.00015957738387215267,12,33,7,7.2654
208,3,1,10,0.0020081197887108744,0.00014789264566874416,12,32,7,7.2562
209,3,1,10,0.0020316226481759563,0.00014962181605583612,12,36,8,8.287799999999999
210,3,1,10,0.0020856712120696885,0.00015359816451442196,12,31,5,5.265899999999999
211,3,1,10,0.00167,0.000129121174571707,12,31,6,6.2563
212,3,1,10,0.002551834130781499,0.0001878848272983962,12,32,5,5.2758
213,3,1,10,0.001952814068751791,0.00014382349082900025,12,27,5,5.2268
214,3,1,10,0.0023951472234516155,0.00017636215836639685,12,30,7,7.2362
215,3,1,10,0.0023610023994970037,0.00017385092748532942,12,27,4,4.236400000000001
216,3,1,10,0.0019167864658207806,0.00014117261535884142,12,33,4,4.2964
217,3,1,10,0.0019357621537458049,0.0001425688396301088,12,29,4,4.2564
218,3,1,10,0.00161,0.00012678422513229877,12,35,3,3.3255000000000003
219,3,1,10,0.0018659365175945645,0.00013743096415840935,12,29,3,3.2666000000000004
220,3,1,10,0.0018,0.00013404394681520225,12,34,8,8.266399999999999
221,3,1,10,0.0022719695753639474,0.0001673024758057832,12,33,5,5.2859
222,3,1,10,0.0019260763521788738,0.0001418561651488968,12,29,5,5.2465
223,3,1,10,0.002098324761372578,0.00015452905411873934,12,37,6,6.3155
224,3,1,10,0.00164,0.00012795807021316526,12,30,2,2.2870000000000004
225,3,1,10,0.0024911321112344644,0.00018342104819265155,12,32,10,10.2257
226,3,1,10,0.00172,0.0001310365891874367,12,30,3,3.2764
227,3,1,10,0.00158,0.00012559933818272103,12,32,3,3.2958
228,3,1,10,0.0016,0.0001263905049661463,12,30,4,4.2663
229,3,1,10,0.0020467413430627704,0.00015073411882237614,12,32,6,6.2663
230,3,1,10,0.001960700737393973,0.0001444037714091805,12,30,5,5.256
231,3,1,10,0.001956156577576492,0.00014406942449835154,12,31,7,7.2458
232,3,1,10,0.00164,0.0001279580702131653,12,31,3,3.2857000000000003
233,3,1,10,0.001478,3.841636359439804e-05,12,33,2,2.316
234,3,1,10,0.00157,0.0001252018680175242,12,33,2,2.316
235,3,1,10,0.00166,0.00012873464850652,12,30,5,5.2566
236,3,1,10,0.001971224408900507,0.0001451780686928546,12,32,6,6.2661
237,3,1,10,0.0019252097850879946,0.00014179240341483259,12,32,4,4.2859
238,3,1,10,0.00181,0.0001344151021061128,12,31,4,4.276400000000001
239,3,1,10,0.001958968134828111,0.00014427629140712644,12,27,5,5.2268
240,3,1,10,0.00147,0.00012115501551887095,12,33,4,4.2957
241,3,1,10,0.00154,0.00012400176516637839,12,27,4,4.2369
242,3,1,10,0.00167,0.000129121174571707,12,32,3,3.2959
243,3,1,10,0.0019179652889977589,0.00014125935351313117,12,29,4,4.2567
244,3,1,10,0.00172,0.0001310365891874367,12,28,5,5.236700000000001
245,3,1,10,0.0019299956994661045,0.00014214454880122392,12,30,5,5.2559
246,3,1,10,0.0018630647414997672,0.00013721964688359763,12,31,5,5.2665999999999995
247,3,1,10,0.0024978279756733275,0.00018391344805464383,12,36,4,4.3254
248,3,1,10,0.00168,0.00012950653929218092,12,30,3,3.277
249,3,1,10,0.00183,0.00013515433277160098,12,27,5,5.2265999999999995
250,3,1,10,0.00182,0.00013478522793903156,12,29,5,5.246700000000001
251,4,1,10,0.0019092457394530445,0.000143778142352681,12,35,4,4.315600000000001
252,4,1,10,0.0016,0.0001263905049661463,12,32,4,4.2859
253,4,1,10,0.0021326095385808454,0.00016058096368169047,12,29,5,5.246
254,4,1,10,0.001968856273492035,0.00014826278574549487,12,31,5,5.266
255,4,1,10,0.00158,0.00012559933818272103,12,34,4,4.305499999999999
256,4,1,10,0.0017683821313023733,0.000133179575597549,12,36,4,4.325200000000001
257,4,1,10,0.0016,0.00012639050496614628,12,31,5,5.2664
258,4,1,10,0.0018638342034756272,0.00014036154463969053,12,34,1,1.3367
259,4,1,10,0.0018415628171725732,0.00013868587050093942,12,36,5,5.3154
260,4,1,10,0.0019261707506593852,0.0001450514786374725,12,35,3,3.3255000000000003
261,4,1,10,0.0018684445199371523,0.00014070841503103268,12,31,5,5.2663
262,4,1,10,0.00139,0.00011781688252613917,12,35,1,1.346
263,4,1,10,0.0018724400234055004,0.0001410090269118255,12,34,3,3.3153
264,4,1,10,0.002050899599142351,0.0001544346656536751,12,30,5,5.2561
265,4,1,10,0.00148,0.0001215658002171574,12,34,2,2.3255000000000003
266,4,1,10,0.001512,3.885505585783354e-05,12,37,1,1.3657000000000001
267,4,1,10,0.002079296819621001,0.00015657078794898178,12,31,5,5.2661
268,4,1,10,0.0018918221687161407,0.0001424672749799752,12,36,5,5.315300000000001
269,4,1,10,0.003679083573727999,0.00027681363772855756,12,35,4,4.3155
270,4,1,10,0.0018639723793183792,0.00014037194071899736,12,31,4,4.276400000000001
271,4,1,10,0.00166,0.00012873464850652,12,35,1,1.3454000000000002
272,4,1,10,0.0019785729542567423,0.00014899376965348313,12,37,5,5.3253
273,4,1,10,0.0019445579997569302,0.00014643480055902822,12,31,3,3.2862000000000005
274,4,1,10,0.0018220216158018965,0.00013721558175334598,12,36,3,3.3354
275,4,1,10,0.001572,3.96172990690984e-05,12,39,2,2.3757
276,4,1,10,0.001885397808225048,0.00014198393061466298,12,35,5,5.3054
277,4,1,10,0.00156,0.0001248031239921404,12,29,4,4.2564
278,4,1,10,0.0022654429842062585,0.00017057174990472271,12,32,7,7.2555
279,4,1,10,0.001780529505194897,0.00013409360172579024,12,33,5,5.2859
280,4,1,10,0.0018517154670847054,0.00013944974911631668,12,33,4,4.2955
281,4,1,10,0.0018984337921214998,0.00014296470505769952,12,33,2,2.3159
282,4,1,10,0.0019085625054220527,0.00014372673947242673,12,33,5,5.2856000000000005
283,4,1,10,0.0018783150660078335,0.00014145104853065975,12,32,5,5.2758
284,4,1,10,0.0021735103426983636,0.00016365737216614666,12,30,4,4.2663
285,4,1,10,0.0021225021405916473,0.00015982070292107218,12,33,7,7.2664
286,4,1,10,0.001923329107837566,0.0001448376919847475,12,31,6,6.2559
287,4,1,10,0.0017,0.00013027382589260637,12,29,3,3.2664000000000004
288,4,1,10,0.00167,0.000129121174571707,12,28,4,4.2466
289,4,1,10,0.00157,0.0001252018680175242,12,33,1,1.3257
290,4,1,10,0.0017,0.00013027382589260637,12,33,4,4.296
291,4,1,10,0.001949944049900841,0.00014684000270941182,12,31,5,5.2663
292,4,1,10,0.00168,0.00012950653929218092,12,30,5,5.2565
293,4,1,10,0.0019086659942956915,0.0001437345254249355,12,31,4,4.276000000000001
294,4,1,10,0.0017975875557916024,0.00013537711180676193,12,32,3,3.2961
295,4,1,10,0.0018626901055171612,0.00014027546489896666,12,34,3,3.3155
296,4,1,10,0.0018521831556570514,0.00013948493750651079,12,28,4,4.2468
297,4,1,10,0.00215448647325254,0.00016222648209741558,12,33,2,2.3158
298,4,1,10,0.00182222912460527,0.0001372311949592526,12,34,6,6.285200000000001
299,4,1,10,0.002021780085466158,0.00015224414748012417,12,35,5,5.3052
300,4,1,10,0.0022042155622628277,0.00016596682364054352,12,37,6,6.315300000000001
301,4,1,10,0.0015,0.0001223832087195697,12,34,4,4.3052
302,4,1,10,0.00147,0.00012115501551887095,12,33,2,2.3161
303,4,1,10,0.0020655095119060194,0.0001555336737452567,12,33,4,4.2955
304,4,1,10,0.002798581627947654,0.00021065731358234916,12,27,8,8.1967
305,4,1,10,0.00159,0.0001259955465434294,12,34,4,4.3054
306,4,1,10,0.001840195729909454,0.00013858301117505558,12,30,6,6.246300000000001
307,4,1,10,0.00253423375426572,0.0001907842256206158,12,37,7,7.3053
308,4,1,10,0.00173,0.0001314162992266828,12,30,5,5.2569
309,4,1,10,0.002282660856257214,0.00017186665869397917,12,28,7,7.2156
310,4,1,10,0.00165,0.00012834695060420128,12,28,4,4.2468
311,4,1,10,0.002140858776304586,0.00016120145120011455,12,37,7,7.3053
312,4,1,10,0.002555242602863033,0.00019236381631781516,12,34,8,8.2663
313,4,1,10,0.00162,0.00012717671854226066,12,29,5,5.2461
314,4,1,10,0.0025296806278207375,0.0001904418856798072,12,41,7,7.3453
315,4,1,10,0.0016,0.00012639050496614628,12,35,4,4.315
316,4,1,10,0.002103501852515836,0.0001583915137963232,12,35,8,8.2752
317,4,1,10,0.0022450411378276674,0.0001690373543535227,12,27,7,7.206300000000001
318,4,1,10,0.0015,0.00012238320871956973,12,30,4,4.265899999999999
319,4,1,10,0.00173,0.0001314162992266828,12,36,2,2.3453
320,4,1,10,0.0020519995336364697,0.00015451740708256206,12,34,7,7.275600000000001
321,4,1,10,0.00208404873832163,0.00015692823531226932,12,32,6,6.2653
322,4,1,10,0.0019112568685793715,0.00014392944876603835,12,33,5,5.2855
323,4,1,10,0.00173,0.0001314162992266828,12,32,4,4.2858
324,4,1,10,0.0019394794260904063,0.00014605272841739748,12,29,4,4.2564
325,4,1,10,0.00165,0.0001283469506042013,12,32,4,4.2859
326,4,1,10,0.0018361257746155612,0.0001382767878603726,12,30,6,6.2458
327,4,1,10,0.00152,0.00012319516131113956,12,32,1,1.3161
328,4,1,10,0.0017,0.00013027382589260637,12,33,4,4.2957
329,4,1,10,0.0030518996341188506,0.00022969627579464585,12,40,7,7.3357
330,4,1,10,0.00172,0.0001310365891874367,12,33,4,4.2953
331,4,1,10,0.00146,0.0001207428249971727,12,31,3,3.2857000000000003
332,4,1,10,0.0014,0.0001182393327340697,12,32,3,3.2957
333,4,1,10,0.0022300216666877844,0.0001679077400666725,12,32,5,5.2755
334,4,1,10,0.0021799715117359264,0.00016414334611845083,12,36,9,9.2754
335,4,1,10,0.00159,0.0001259955465434294,12,37,3,3.3451
336,4,1,10,0.001780529505194897,0.00013409360172579024,12,27,2,2.2572
337,4,1,10,0.00172,0.0001310365891874367,12,34,5,5.2951
338,4,1,10,0.0022029464408646563,0.00016587136979696488,12,36,6,6.3054
339,4,1,10,0.002357984994640943,0.00017753131823610235,12,32,6,6.2657
340,4,1,10,0.0018887565328439737,0.0001422366286231185,12,32,6,6.266
341,4,1,10,0.0019889028262761186,0.00014977087604228307,12,34,5,5.2955
342,4,1,10,0.0019164389080653767,0.0001443193158237136,12,38,4,4.3447
343,4,1,10,0.0020500873616773442,0.00015437356587643384,12,31,4,4.276000000000001
344,5,1,10,0.0018399948948118526,0.0001397642048848402,12,26,6,6.2065
345,5,1,10,0.002507428074498152,0.0001903984528456218,12,32,6,6.265499999999999
346,5,1,10,0.0018299713339750574,0.0001390035189563978,12,33,5,5.2857
347,5,1,10,0.00147,0.00012115501551887095,12,31,2,2.2958
348,5,1,10,0.0019112643068628751,0.0001451726063275408,12,32,3,3.2956
349,5,1,10,0.002158910810777083,0.00016396269613134576,12,34,3,3.3154
350,5,1,10,0.0018322971498776703,0.00013918002531477548,12,31,4,4.2761000000000005
351,5,1,10,0.0018161204308299566,0.00013795236430786797,12,34,2,2.3257000000000003
352,5,1,10,0.0017952948745887944,0.0001363718710658909,12,30,5,5.2562
353,5,1,10,0.00168,0.00012950653929218092,12,36,3,3.3354
354,5,1,10,0.0022356909318825033,0.00016978741736848655,12,35,6,6.2959
355,5,1,10,0.0018605551552434317,0.00014132449493524772,12,33,5,5.2855
356,5,1,10,0.00154,0.00012400176516637839,12,34,3,3.3162000000000003
357,5,1,10,0.00166,0.00012873464850652,12,35,1,1.3456000000000001
358,5,1,10,0.002094760676619807,0.00015909577326467166,12,48,7,7.4166
359,5,1,10,0.0018210718007557975,0.00013832812887420849,12,32,6,6.265899999999999
360,5,1,10,0.0017520229282075692,0.00013308777127460123,12,30,4,4.2663
361,5,1,10,0.002130646829893098,0.00016181841142311881,12,36,7,7.2957
362,5,1,10,0.001775324022289039,0.00013485621218571023,12,35,4,4.3155
363,5,1,10,0.00163,0.00012756799651925774,12,35,3,3.3256
364,5,1,10,0.0019032531326666447,0.00014456468382859186,12,33,3,3.3055999999999996
365,5,1,10,0.0017837074307395684,0.0001354924624916817,12,39,5,5.3456
366,5,1,10,0.00146,0.0001207428249971727,12,34,1,1.3354000000000001
367,5,1,10,0.002049107512999396,0.00015563198316926525,12,37,3,3.3451
368,5,1,10,0.0018412286209942635,0.00013985783158028032,12,31,3,3.2862000000000005
369,5,1,10,0.00144,0.00011991416844592612,12,30,2,2.2864000000000004
370,5,1,10,0.0018289073071718538,0.0001389227697390849,12,34,6,6.285200000000001
371,5,1,10,0.002079701869327403,0.00015795325109939433,12,24,7,7.1768
