idx,search_step,accepted,distance,ler,ler_std,W,A_leq_dplus2,A_at_d
440,6,1,10,0.0018146726246669603,0.0001378424884554674,12,31,5
441,6,1,10,0.0017793594306049821,0.0001351624760827682,12,36,3
442,6,1,10,0.0019368996170984571,0.0001471178917422661,12,33,6
443,6,1,10,0.0018893063078804823,0.00014350632693510836,12,32,2
444,6,1,10,0.00172,0.0001310365891874367,12,33,3
445,6,1,10,0.00163,0.00012756799651925774,12,29,4
446,6,1,10,0.00171,0.00013065576799091994,12,29,5
447,6,1,10,0.0019938685660281677,0.00015144069096842985,12,34,7
448,6,1,10,0.001885846341676114,0.00014324376460051632,12,32,5
449,6,1,10,0.00163,0.00012756799651925774,12,36,2
450,6,1,10,0.001931169976446424,0.0001466831134764926,12,35,3
451,6,1,10,0.0017444439962892753,0.00013251255795615824,12,33,5
452,6,1,10,0.0016,0.00012639050496614628,12,32,2
453,6,1,10,0.001799814816741399,0.00013671490133277298,12,31,4
454,6,1,10,0.0024187685252502656,0.00018367431461533323,12,43,9
455,6,1,10,0.0020297064551704717,0.00015415994119538355,12,30,6
456,6,1,10,0.002184674445623074,0.00016591723604872968,12,32,5
457,6,1,10,0.00142,0.00011907971195706678,12,32,2
458,6,1,10,0.0020895486333385675,0.00015870033386474958,12,33,6
459,6,1,10,0.00144,0.00011991416844592613,12,38,2
460,6,1,10,0.00162,0.00012717671854226066,12,36,5
461,6,1,10,0.001768012263668881,0.00013430128931666153,12,30,3
462,6,1,10,0.002147521040740833,0.0001630986032713683,12,36,7
463,6,1,10,0.00187869902807189,0.00014270138205588914,12,32,4
464,6,1,10,0.0022030919695387517,0.00016731443765626776,12,33,3
465,6,1,10,0.002259813206191627,0.00017161729789372138,12,32,6
466,6,1,10,0.0013,0.00011394397672671569,12,35,1
467,6,1,10,0.002031541740549808,0.00015429919343677552,12,33,4
468,6,1,10,0.0020804271489730146,0.0001580082789632326,12,32,4
469,6,1,10,0.00172,0.0001310365891874367,12,33,3
470,6,1,10,0.00143,0.00011949767276787429,12,32,3
471,6,1,10,0.00166,0.00012873464850652,12,36,2
472,6,1,10,0.0019230127941487055,0.00014606412349881122,12,33,7
473,6,1,10,0.00168,0.0001295065392921809,12,31,3
474,6,1,10,0.001919215451348443,0.00014577596870892615,12,29,4
475,6,1,10,0.0018698053456978265,0.0001420264688035498,12,31,5
476,6,1,10,0.0019877517723162477,0.00015097656093128405,12,32,5
477,6,1,12,0.001357,3.681249660319042e-05,14,90,32
478,6,1,12,0.001483,3.8481192702438336e-05,14,91,39
479,6,1,12,0.00153,0.0001235991252697108,14,94,35
480,6,1,10,0.0017633089052195982,0.0001339443277513022,12,33,4
481,6,1,10,0.00147,0.00012115501551887093,12,33,3
482,6,1,10,0.00142,0.00011907971195706678,12,31,4
483,6,1,10,0.0019001592619034544,0.00014432990625197118,12,34,5
484,6,1,10,0.00151,0.0001227898602226492,12,37,3
485,6,1,10,0.0018680286359071816,0.00014189163923415197,12,35,3
486,6,1,10,0.0018362646343922813,0.00013948111709289736,12,35,4
487,6,1,10,0.0017436352274788848,0.00013245117509350294,12,32,5
488,6,1,10,0.00153,0.0001235991252697108,12,37,1
489,6,1,10,0.0018302230121450638,0.0001390226188529855,12,36,3
490,6,1,10,0.002159153312365833,0.00016398109357698435,12,37,5
491,6,1,10,0.00161,0.00012678422513229877,12,38,4
492,6,1,10,0.00158,0.00012559933818272103,12,36,1
493,6,1,10,0.00154,0.00012400176516637836,12,33,2
494,6,1,10,0.002081703868599964,0.00015810514516379553,12,36,4
495,6,1,10,0.00165,0.00012834695060420128,12,27,3
496,6,1,10,0.0020244099371613793,0.0001537580665676901,12,38,3
497,6,1,10,0.00156,0.0001248031239921404,12,29,3
498,6,1,10,0.0019435363373889207,0.0001476214981836789,12,31,5
499,6,1,10,0.00163,0.00012756799651925774,12,41,4
500,6,1,10,0.0019086074888021007,0.00014497099603649977,12,43,4
501,6,1,10,0.0019323995263945668,0.00014677641475427914,12,38,5
502,6,1,10,0.0017465397312549848,0.0001326716170390474,12,35,2
503,6,1,10,0.0018249522664219333,0.00013862262011556816,12,36,3
504,6,1,10,0.0018710793856802942,0.00014212315201077164,12,32,5
505,6,1,10,0.0019359459277992882,0.00014704552378466294,12,36,3
506,6,1,10,0.0017786093947587567,0.00013510555284058798,12,36,3
507,6,1,10,0.0020045188575401195,0.00015224880696543592,12,29,4
508,6,1,10,0.0020271616221980058,0.00015396685162263966,12,32,3
509,6,1,10,0.002735221110215181,0.00020767205566586788,12,31,5
510,6,1,10,0.0018872041016690301,0.0001433467994240628,12,33,5
511,6,1,10,0.0018773331018317563,0.0001425977266495886,12,38,4
512,6,1,10,0.00158,0.000125599338182721,12,33,3
513,6,1,10,0.001805016485121656,0.00013710966767755984,12,36,3
514,6,1,10,0.00196698199017646,0.0001494005703872049,12,37,5
515,6,1,10,0.0020071468349730833,0.0001524482096328117,12,38,5
516,6,1,10,0.001804526963596537,0.00013707251687229336,12,38,3
517,6,1,10,0.00172,0.0001310365891874367,12,30,3
518,6,1,10,0.0018526451060184193,0.00014072421590284457,12,41,3
519,6,1,10,0.0018652090004420438,0.00014167766444258338,12,34,4
520,6,1,10,0.00165,0.0001283469506042013,12,34,3
521,6,1,10,0.0017786825411513114,0.00013511110421689134,12,38,3
522,7,1,12,0.00155,0.00012440309385741826,14,93,33
523,7,1,12,0.001276,3.5698362684766066e-05,14,99,27
524,7,1,12,0.00138,0.0001173929035799784,14,88,34
525,7,1,12,0.00134,0.00011568136332952778,14,88,36
526,7,1,12,0.00139,0.00011781688252613917,14,95,37
527,7,1,12,0.001409,3.7510213622640524e-05,14,97,32
528,8,1,12,0.00142,0.00011907971195706678,14,96,31
529,8,1,12,0.001401,3.740372438726652e-05,14,104,25
530,8,1,12,0.001299,3.601824393712021e-05,14,98,28
531,8,1,12,0.00153,0.00012359912526971082,14,96,31
532,8,1,12,0.00135,0.00011611162654574344,14,101,26
533,8,1,12,0.00136,0.0001165402926733847,14,97,29
534,8,1,12,0.00134,0.00011568136332952778,14,98,30
535,8,1,12,0.00139,0.00011781688252613917,14,99,27
536,8,1,12,0.001746384872080089,0.00013925570482000512,14,94,34
537,8,1,12,0.0014,0.00011823933273406968,14,98,28
538,9,1,12,0.001362,3.6880161552605995e-05,14,100,34
539,9,1,12,0.00128,0.00011306521939764843,14,92,34
540,9,1,12,0.001393,3.7296929391853994e-05,14,97,30
541,9,1,12,0.00131,0.00011438081058332423,14,98,28
542,9,1,12,0.00141,0.00011866027053145472,14,94,30
