idx,search_step,accepted,distance,ler,ler_std,W,A_leq_dplus2,A_at_d
83,2,1,10,0.00179,0.00013367175349106783,12,32,6
84,2,1,10,0.002121855107608366,0.00014876772809958557,12,33,7
85,2,1,10,0.0022851096402359402,0.00016020080528843196,12,30,5
86,2,1,10,0.00177,0.0001329242178403803,12,30,4
87,2,1,10,0.0017,0.00013027382589260637,12,32,5
88,2,1,10,0.00193,0.0001387910070193177,12,29,6
89,2,1,10,0.002987007254160474,0.00020933500759900476,12,36,6
90,2,1,10,0.00168,0.00012950653929218092,12,30,6
91,2,1,10,0.00167,0.000129121174571707,12,28,6
92,2,1,10,0.0021017538773735324,0.00014735986542301833,12,34,6
93,2,1,10,0.00202,0.00014198379342015037,12,28,8
94,2,1,10,0.00157,0.0001252018680175242,12,28,4
95,2,1,10,0.0020568417852981405,0.00014421418178690921,12,31,5
96,2,1,10,0.00183,0.00013515433277160098,12,28,6
97,2,1,10,0.00167,0.000129121174571707,12,31,5
98,2,1,10,0.00177,0.0001329242178403803,12,30,6
99,2,1,10,0.00175,0.0001321724241114498,12,35,4
100,2,1,10,0.00174,0.0001317949077126161,12,36,4
101,2,1,10,0.00183,0.00013515433277160098,12,33,5
102,2,1,10,0.002198611517258559,0.0001541433820280837,12,29,6
103,2,1,10,0.00187,0.0001366207072598313,12,28,3
104,2,1,10,0.002068600077445126,0.00014503775686087618,12,35,7
105,2,1,10,0.00182,0.00013478522793903156,12,34,7
106,2,1,10,0.0020811334488379483,0.00014591560943802374,12,32,6
107,2,1,10,0.00186,0.00013625560412657,12,33,7
108,2,1,10,0.002111591911458767,0.00014804891140808408,12,31,5
109,2,1,10,0.00164,0.0001279580702131653,12,32,5
110,2,1,10,0.002309679034258343,0.0001619212930500066,12,29,8
111,2,1,10,0.0017,0.00013027382589260637,12,35,3
112,2,1,10,0.002401031378996298,0.00016831792982295777,12,37,6
113,2,1,10,0.002270236417723501,0.0001591592777081753,12,38,10
114,2,1,10,0.0023165846922822354,0.00016240485863133232,12,28,7
115,2,1,10,0.00175,0.0001321724241114498,12,34,4
116,2,1,10,0.00158,0.00012559933818272103,12,34,3
117,2,1,10,0.00197,0.0001402190700792019,12,36,5
118,2,1,10,0.002084916706037015,0.00014618059121491577,12,36,6
119,2,1,10,0.00177,0.0001329242178403803,12,34,4
120,2,1,10,0.002393585662068152,0.00016779659071257025,12,31,6
121,2,1,10,0.0024559026349536646,0.00017215982192484442,12,38,7
122,2,1,10,0.002287014713503526,0.00016033421079075428,12,29,7
123,2,1,10,0.00258575668411734,0.00018125090591093688,12,33,8
124,2,1,10,0.00173,0.0001314162992266828,12,37,4
125,2,1,10,0.002299084896258041,0.000161179436840312,12,31,8
126,2,1,10,0.00166,0.00012873464850652,12,32,5
127,2,1,10,0.0022142958430140603,0.0001552417869056204,12,35,7
128,2,1,10,0.00197,0.0001402190700792019,12,32,5
129,2,1,10,0.00178,0.00013329851343858585,12,34,3
130,2,1,10,0.00184,0.00013552242494611964,12,28,7
131,2,1,10,0.002267295105769875,0.00015895330453855194,12,34,7
132,2,1,10,0.0020687265612261536,0.0001450466159936321,12,36,5
133,2,1,10,0.00201,0.00014163262194140153,12,31,5
134,2,1,10,0.00184,0.00013552242494611964,12,34,5
135,2,1,10,0.00196,0.00013986343202494414,12,36,5
136,2,1,10,0.002079641031419995,0.00014581107928310594,12,30,5
137,2,1,10,0.0021865810704553043,0.00015330085397970158,12,33,6
138,2,1,10,0.002,0.00014128057050421343,12,36,4
139,2,1,10,0.0020880262494728506,0.00014639838489519428,12,33,5
140,2,1,10,0.0020985816482653103,0.00014713768425214218,12,30,5
141,2,1,10,0.00193,0.00013879100701931767,12,37,4
142,2,1,10,0.0017,0.00013027382589260637,12,31,5
143,2,1,10,0.0021124708624708625,0.0001481104719210275,12,32,5
144,2,1,10,0.002780669552353296,0.00019489454393088954,12,29,6
145,2,1,10,0.00185,0.00013588951269173272,12,35,4
146,2,1,10,0.0020678414994397473,0.0001449846247820368,12,29,7
147,2,1,10,0.00185,0.00013588951269173272,12,31,5
148,2,1,10,0.0023374170965364777,0.0001638636181072468,12,34,8
149,2,1,10,0.001548,3.9314186264060474e-05,12,32,3
150,2,1,10,0.00178,0.00013329851343858585,12,33,3
151,3,1,10,0.001557,3.942812835498668e-05,12,34,2
152,3,1,10,0.002444370640983062,0.00017998221568849105,12,36,7
153,3,1,10,0.0018445375624035127,0.00013585632513914224,12,31,5
154,3,1,10,0.0021968050813056662,0.0001617736001876952,12,32,4
155,3,1,10,0.0020194924927561682,0.0001487293720309743,12,29,5
156,3,1,10,0.00176,0.0001325488577544028,12,29,6
157,3,1,10,0.0019897699869150997,0.00014654257179156656,12,31,5
158,3,1,10,0.0019909972299168976,0.00014663286611156073,12,32,5
159,3,1,10,0.0021077471161666493,0.0001552222252813073,12,33,7
160,3,1,10,0.00178,0.00013329851343858582,12,30,5
161,3,1,10,0.0020715355257084314,0.00015255822393230901,12,31,7
162,3,1,10,0.001971435612270044,0.00014519360826183668,12,30,6
163,3,1,10,0.00164,0.00012795807021316526,12,31,4
164,3,1,10,0.00172,0.0001310365891874367,12,33,4
165,3,1,10,0.0018816407088876844,0.00013858653340945965,12,29,6
166,3,1,10,0.002421116345166978,0.00017827203796625215,12,37,6
167,3,1,10,0.00183,0.00013515433277160098,12,33,3
168,3,1,10,0.0019499994701088397,0.00014361639887052805,12,33,7
169,3,1,10,0.0023521290602988736,0.00017319831079237518,12,32,6
170,3,1,10,0.00172,0.0001310365891874367,12,33,4
171,3,1,10,0.002118717254879383,0.00015602925352130445,12,34,8
172,3,1,10,0.002095170858906184,0.00015429703059489033,12,30,7
173,3,1,10,0.002406266755593916,0.0001771799420912555,12,36,8
174,3,1,10,0.0018624989877722893,0.00013717801629089204,12,35,8
175,3,1,10,0.0019056693663649356,0.000140354610909396,12,32,6
176,3,1,10,0.00153,0.00012359912526971082,12,33,1
177,3,1,10,0.00156,0.0001248031239921404,12,30,3
178,3,1,10,0.0018781642985464641,0.0001383307285538488,12,36,8
179,3,1,10,0.002423029313387237,0.00017841272382180016,12,36,6
180,3,1,10,0.0022724746507922786,0.00016733962624179105,12,36,7
181,3,1,10,0.00228166114851878,0.00016801532877134103,12,32,3
182,3,1,10,0.002398550441255068,0.00017661244829052984,12,37,6
183,3,1,10,0.0019115890083632018,0.00014079018370160778,12,29,6
184,3,1,10,0.00177,0.00013292421784038029,12,36,6
185,3,1,10,0.0019400892019274365,0.0001428872185721831,12,36,5
186,3,1,10,0.00153,0.00012359912526971082,12,31,2
187,3,1,10,0.00198038983543391,0.0001458524241341426,12,25,5
188,3,1,10,0.001980325892761048,0.00014584771950928137,12,33,5
189,3,1,10,0.0021102369429089156,0.000155405392427283,12,32,5
190,3,1,10,0.00166,0.00012873464850652003,12,31,3
191,3,1,10,0.002292634910350499,0.00016882248338155346,12,32,6
192,3,1,10,0.001995163896208104,0.00014693942747403242,12,29,5
193,3,1,10,0.00166,0.00012873464850652,12,30,2
194,3,1,10,0.0018420999939931521,0.00013567695488753246,12,29,6
195,3,1,10,0.00165,0.00012834695060420128,12,32,3
196,3,1,10,0.001869082930396977,0.00013766248965360917,12,30,3
197,3,1,10,0.001960951487765368,0.00014442222089485832,12,29,8
198,3,1,10,0.0017,0.00013027382589260637,12,30,3
199,3,1,10,0.00188586421777632,0.00013889731085654045,12,31,6
200,3,1,10,0.0018844928768217619,0.00013879640394579454,12,35,3
201,3,1,10,0.002276185410146344,0.00016761256772740356,12,30,6
202,3,1,10,0.002272923795288624,0.00016737266270522668,12,32,6
203,3,1,10,0.0020482906791642083,0.00015084810462004207,12,29,4
204,3,1,10,0.0019685881799118413,0.00014498410436113068,12,28,7
205,3,1,10,0.00178,0.00013329851343858582,12,30,5
206,3,1,10,0.002026498672863641,0.0001492448344753211,12,33,6
207,3,1,10,0.0021669493122291315,0.00015957738387215267,12,33,7
208,3,1,10,0.0020081197887108744,0.00014789264566874416,12,32,7
209,3,1,10,0.0020316226481759563,0.00014962181605583612,12,36,8
210,3,1,10,0.0020856712120696885,0.00015359816451442196,12,31,5
211,3,1,10,0.00167,0.000129121174571707,12,31,6
212,3,1,10,0.002551834130781499,0.0001878848272983962,12,32,5
213,3,1,10,0.001952814068751791,0.00014382349082900025,12,27,5
214,3,1,10,0.0023951472234516155,0.00017636215836639685,12,30,7
215,3,1,10,0.0023610023994970037,0.00017385092748532942,12,27,4
216,3,1,10,0.0019167864658207806,0.00014117261535884142,12,33,4
217,3,1,10,0.0019357621537458049,0.0001425688396301088,12,29,4
218,3,1,10,0.00161,0.00012678422513229877,12,35,3
219,3,1,10,0.0018659365175945645,0.00013743096415840935,12,29,3
220,3,1,10,0.0018,0.00013404394681520225,12,34,8
221,3,1,10,0.0022719695753639474,0.0001673024758057832,12,33,5
222,3,1,10,0.0019260763521788738,0.0001418561651488968,12,29,5
223,3,1,10,0.002098324761372578,0.00015452905411873934,12,37,6
224,3,1,10,0.00164,0.00012795807021316526,12,30,2
225,3,1,10,0.0024911321112344644,0.00018342104819265155,12,32,10
226,3,1,10,0.00172,0.0001310365891874367,12,30,3
227,3,1,10,0.00158,0.00012559933818272103,12,32,3
228,3,1,10,0.0016,0.0001263905049661463,12,30,4
229,3,1,10,0.0020467413430627704,0.00015073411882237614,12,32,6
230,3,1,10,0.001960700737393973,0.0001444037714091805,12,30,5
231,3,1,10,0.001956156577576492,0.00014406942449835154,12,31,7
232,3,1,10,0.00164,0.0001279580702131653,12,31,3
233,3,1,10,0.001478,3.841636359439804e-05,12,33,2
234,3,1,10,0.00157,0.0001252018680175242,12,33,2
235,3,1,10,0.00166,0.00012873464850652,12,30,5
236,3,1,10,0.001971224408900507,0.0001451780686928546,12,32,6
237,3,1,10,0.0019252097850879946,0.00014179240341483259,12,32,4
238,3,1,10,0.00181,0.0001344151021061128,12,31,4
239,3,1,10,0.001958968134828111,0.00014427629140712644,12,27,5
240,3,1,10,0.00147,0.00012115501551887095,12,33,4
241,3,1,10,0.00154,0.00012400176516637839,12,27,4
242,3,1,10,0.00167,0.000129121174571707,12,32,3
243,3,1,10,0.0019179652889977589,0.00014125935351313117,12,29,4
244,3,1,10,0.00172,0.0001310365891874367,12,28,5
245,3,1,10,0.0019299956994661045,0.00014214454880122392,12,30,5
246,3,1,10,0.0018630647414997672,0.00013721964688359763,12,31,5
247,3,1,10,0.0024978279756733275,0.00018391344805464383,12,36,4
248,3,1,10,0.00168,0.00012950653929218092,12,30,3
249,3,1,10,0.00183,0.00013515433277160098,12,27,5
250,3,1,10,0.00182,0.00013478522793903156,12,29,5
251,4,1,10,0.0019092457394530445,0.000143778142352681,12,35,4
252,4,1,10,0.0016,0.0001263905049661463,12,32,4
253,4,1,10,0.0021326095385808454,0.00016058096368169047,12,29,5
254,4,1,10,0.001968856273492035,0.00014826278574549487,12,31,5
255,4,1,10,0.00158,0.00012559933818272103,12,34,4
256,4,1,10,0.0017683821313023733,0.000133179575597549,12,36,4
257,4,1,10,0.0016,0.00012639050496614628,12,31,5
258,4,1,10,0.0018638342034756272,0.00014036154463969053,12,34,1
259,4,1,10,0.0018415628171725732,0.00013868587050093942,12,36,5
260,4,1,10,0.0019261707506593852,0.0001450514786374725,12,35,3
261,4,1,10,0.0018684445199371523,0.00014070841503103268,12,31,5
262,4,1,10,0.00139,0.00011781688252613917,12,35,1
263,4,1,10,0.0018724400234055004,0.0001410090269118255,12,34,3
264,4,1,10,0.002050899599142351,0.0001544346656536751,12,30,5
265,4,1,10,0.00148,0.0001215658002171574,12,34,2
266,4,1,10,0.001512,3.885505585783354e-05,12,37,1
267,4,1,10,0.002079296819621001,0.00015657078794898178,12,31,5
268,4,1,10,0.0018918221687161407,0.0001424672749799752,12,36,5
269,4,1,10,0.003679083573727999,0.00027681363772855756,12,35,4
270,4,1,10,0.0018639723793183792,0.00014037194071899736,12,31,4
271,4,1,10,0.00166,0.00012873464850652,12,35,1
272,4,1,10,0.0019785729542567423,0.00014899376965348313,12,37,5
273,4,1,10,0.0019445579997569302,0.00014643480055902822,12,31,3
274,4,1,10,0.0018220216158018965,0.00013721558175334598,12,36,3
275,4,1,10,0.001572,3.96172990690984e-05,12,39,2
276,4,1,10,0.001885397808225048,0.00014198393061466298,12,35,5
277,4,1,10,0.00156,0.0001248031239921404,12,29,4
278,4,1,10,0.0022654429842062585,0.00017057174990472271,12,32,7
279,4,1,10,0.001780529505194897,0.00013409360172579024,12,33,5
280,4,1,10,0.0018517154670847054,0.00013944974911631668,12,33,4
281,4,1,10,0.0018984337921214998,0.00014296470505769952,12,33,2
282,4,1,10,0.0019085625054220527,0.00014372673947242673,12,33,5
283,4,1,10,0.0018783150660078335,0.00014145104853065975,12,32,5
284,4,1,10,0.0021735103426983636,0.00016365737216614666,12,30,4
285,4,1,10,0.0021225021405916473,0.00015982070292107218,12,33,7
286,4,1,10,0.001923329107837566,0.0001448376919847475,12,31,6
287,4,1,10,0.0017,0.00013027382589260637,12,29,3
288,4,1,10,0.00167,0.000129121174571707,12,28,4
289,4,1,10,0.00157,0.0001252018680175242,12,33,1
290,4,1,10,0.0017,0.00013027382589260637,12,33,4
291,4,1,10,0.001949944049900841,0.00014684000270941182,12,31,5
292,4,1,10,0.00168,0.00012950653929218092,12,30,5
293,4,1,10,0.0019086659942956915,0.0001437345254249355,12,31,4
294,4,1,10,0.0017975875557916024,0.00013537711180676193,12,32,3
295,4,1,10,0.0018626901055171612,0.00014027546489896666,12,34,3
296,4,1,10,0.0018521831556570514,0.00013948493750651079,12,28,4
297,4,1,10,0.00215448647325254,0.00016222648209741558,12,33,2
298,4,1,10,0.00182222912460527,0.0001372311949592526,12,34,6
299,4,1,10,0.002021780085466158,0.00015224414748012417,12,35,5
300,4,1,10,0.0022042155622628277,0.00016596682364054352,12,37,6
301,4,1,10,0.0015,0.0001223832087195697,12,34,4
302,4,1,10,0.00147,0.00012115501551887095,12,33,2
303,4,1,10,0.0020655095119060194,0.0001555336737452567,12,33,4
304,4,1,10,0.002798581627947654,0.00021065731358234916,12,27,8
305,4,1,10,0.00159,0.0001259955465434294,12,34,4
306,4,1,10,0.001840195729909454,0.00013858301117505558,12,30,6
307,4,1,10,0.00253423375426572,0.0001907842256206158,12,37,7
308,4,1,10,0.00173,0.0001314162992266828,12,30,5
309,4,1,10,0.002282660856257214,0.00017186665869397917,12,28,7
310,4,1,10,0.00165,0.00012834695060420128,12,28,4
311,4,1,10,0.002140858776304586,0.00016120145120011455,12,37,7
312,4,1,10,0.002555242602863033,0.00019236381631781516,12,34,8
313,4,1,10,0.00162,0.00012717671854226066,12,29,5
314,4,1,10,0.0025296806278207375,0.0001904418856798072,12,41,7
315,4,1,10,0.0016,0.00012639050496614628,12,35,4
316,4,1,10,0.002103501852515836,0.0001583915137963232,12,35,8
317,4,1,10,0.0022450411378276674,0.0001690373543535227,12,27,7
318,4,1,10,0.0015,0.00012238320871956973,12,30,4
319,4,1,10,0.00173,0.0001314162992266828,12,36,2
320,4,1,10,0.0020519995336364697,0.00015451740708256206,12,34,7
321,4,1,10,0.00208404873832163,0.00015692823531226932,12,32,6
322,4,1,10,0.0019112568685793715,0.00014392944876603835,12,33,5
323,4,1,10,0.00173,0.0001314162992266828,12,32,4
324,4,1,10,0.0019394794260904063,0.00014605272841739748,12,29,4
325,4,1,10,0.00165,0.0001283469506042013,12,32,4
326,4,1,10,0.0018361257746155612,0.0001382767878603726,12,30,6
327,4,1,10,0.00152,0.00012319516131113956,12,32,1
328,4,1,10,0.0017,0.00013027382589260637,12,33,4
329,4,1,10,0.0030518996341188506,0.00022969627579464585,12,40,7
330,4,1,10,0.00172,0.0001310365891874367,12,33,4
331,4,1,10,0.00146,0.0001207428249971727,12,31,3
332,4,1,10,0.0014,0.0001182393327340697,12,32,3
333,4,1,10,0.0022300216666877844,0.0001679077400666725,12,32,5
334,4,1,10,0.0021799715117359264,0.00016414334611845083,12,36,9
335,4,1,10,0.00159,0.0001259955465434294,12,37,3
336,4,1,10,0.001780529505194897,0.00013409360172579024,12,27,2
337,4,1,10,0.00172,0.0001310365891874367,12,34,5
338,4,1,10,0.0022029464408646563,0.00016587136979696488,12,36,6
339,4,1,10,0.002357984994640943,0.00017753131823610235,12,32,6
340,4,1,10,0.0018887565328439737,0.0001422366286231185,12,32,6
341,4,1,10,0.0019889028262761186,0.00014977087604228307,12,34,5
342,4,1,10,0.0019164389080653767,0.0001443193158237136,12,38,4
343,4,1,10,0.0020500873616773442,0.00015437356587643384,12,31,4
344,5,1,10,0.0018399948948118526,0.0001397642048848402,12,26,6
345,5,1,10,0.002507428074498152,0.0001903984528456218,12,32,6
346,5,1,10,0.0018299713339750574,0.0001390035189563978,12,33,5
347,5,1,10,0.00147,0.00012115501551887095,12,31,2
348,5,1,10,0.0019112643068628751,0.0001451726063275408,12,32,3
349,5,1,10,0.002158910810777083,0.00016396269613134576,12,34,3
350,5,1,10,0.0018322971498776703,0.00013918002531477548,12,31,4
351,5,1,10,0.0018161204308299566,0.00013795236430786797,12,34,2
352,5,1,10,0.0017952948745887944,0.0001363718710658909,12,30,5
353,5,1,10,0.00168,0.00012950653929218092,12,36,3
354,5,1,10,0.0022356909318825033,0.00016978741736848655,12,35,6
355,5,1,10,0.0018605551552434317,0.00014132449493524772,12,33,5
356,5,1,10,0.00154,0.00012400176516637839,12,34,3
357,5,1,10,0.00166,0.00012873464850652,12,35,1
358,5,1,10,0.002094760676619807,0.00015909577326467166,12,48,7
359,5,1,10,0.0018210718007557975,0.00013832812887420849,12,32,6
360,5,1,10,0.0017520229282075692,0.00013308777127460123,12,30,4
361,5,1,10,0.002130646829893098,0.00016181841142311881,12,36,7
362,5,1,10,0.001775324022289039,0.00013485621218571023,12,35,4
363,5,1,10,0.00163,0.00012756799651925774,12,35,3
364,5,1,10,0.0019032531326666447,0.00014456468382859186,12,33,3
365,5,1,10,0.0017837074307395684,0.0001354924624916817,12,39,5
366,5,1,10,0.00146,0.0001207428249971727,12,34,1
367,5,1,10,0.002049107512999396,0.00015563198316926525,12,37,3
368,5,1,10,0.0018412286209942635,0.00013985783158028032,12,31,3
369,5,1,10,0.00144,0.00011991416844592612,12,30,2
370,5,1,10,0.0018289073071718538,0.0001389227697390849,12,34,6
371,5,1,10,0.002079701869327403,0.00015795325109939433,12,24,7
372,5,1,10,0.00147,0.00012115501551887095,12,30,3
373,5,1,10,0.0019088180775002207,0.00014498697639328374,12,36,5
374,5,1,10,0.00155,0.00012440309385741824,12,31,2
375,5,1,10,0.001985721172608526,0.000150822482472427,12,33,5
376,5,1,10,0.0018176851307052197,0.00013807111119447035,12,34,4
377,5,1,10,0.00158,0.00012559933818272103,12,32,2
378,5,1,10,0.0017880767322639324,0.00013582406410327495,12,35,4
379,5,1,10,0.0020825809558203926,0.0001581716907181311,12,33,5
380,5,1,10,0.0021952086082631206,0.00016671638836393766,12,36,6
381,5,1,10,0.0018942919399520405,0.00014388466406462156,12,36,5
382,5,1,10,0.00144,0.00011991416844592609,12,38,2
383,5,1,10,0.001800863998334461,0.000136794526254994,12,30,4
384,5,1,10,0.003782330177747655,0.00028702402746596286,12,31,6
385,5,1,10,0.0021772234737411746,0.00016535197850759916,12,33,5
386,5,1,10,0.0022834666455479,0.00017341157049972447,12,31,7
387,5,1,10,0.0018365570394275887,0.00013950330761806453,12,34,3
388,5,1,10,0.0018009952320473047,0.0001368044858921968,12,37,3
389,5,1,10,0.00155,0.00012440309385741824,12,36,1
390,5,1,10,0.001631,4.035271325873228e-05,12,41,2
391,5,1,10,0.0018141968770645665,0.00013780638332978065,12,31,2
392,5,1,10,0.0022168687049898767,0.0001683595601033852,12,37,7
393,5,1,10,0.0019836037378891244,0.0001506618147878264,12,31,5
394,5,1,10,0.0017476512779068592,0.00013275597947569795,12,31,4
395,5,1,10,0.00156,0.0001248031239921404,12,32,1
396,5,1,10,0.0017759072011497203,0.00013490047212771455,12,35,3
397,5,1,10,0.00169,0.00012989075300450434,12,39,2
398,5,1,10,0.0038675638818716327,0.00029347954679731676,12,40,4
399,5,1,10,0.0022253666066375096,0.00016900421565843452,12,37,6
400,5,1,10,0.00165,0.00012834695060420128,12,35,4
401,5,1,10,0.001875054192317697,0.0001424247877938267,12,39,5
402,5,1,10,0.0015,0.00012238320871956973,12,37,1
403,5,1,10,0.0018389387303881968,0.0001396840531468234,12,41,4
404,5,1,10,0.0020752363130368025,0.00015761444294254282,12,38,5
405,5,1,10,0.0022661182573157634,0.0001720955826072304,12,39,4
406,5,1,10,0.0018722741095875586,0.00014221381603895129,12,32,3
407,5,1,10,0.0019079339171096455,0.00014491988255886307,12,33,6
408,5,1,10,0.00169,0.00012989075300450436,12,36,2
409,5,1,10,0.0017339186561629281,0.0001317137157785981,12,32,4
410,5,1,10,0.0018058643618409378,0.00013717401475989098,12,35,2
411,5,1,10,0.0017504451999352437,0.00013296802780557814,12,33,4
412,5,1,10,0.00145,0.00012032921420502133,12,36,3
413,5,1,10,0.0019570578519876015,0.0001486475250584907,12,34,5
414,5,1,10,0.00166,0.00012873464850652,12,35,4
415,5,1,10,0.0019779114170077514,0.00015022988856563862,12,31,5
416,5,1,10,0.0019036929442317004,0.00014459805875576996,12,37,4
417,5,1,10,0.001814101757476616,0.00013779916457420802,12,38,2
418,5,1,10,0.0015,0.00012238320871956973,12,35,1
419,5,1,10,0.00155,0.00012440309385741824,12,35,2
420,5,1,10,0.001990702384240081,0.0001512004477990344,12,31,4
421,5,1,10,0.002118203078128635,0.00016087433037765634,12,34,5
422,5,1,10,0.002334556839037029,0.00017728696102828177,12,39,6
423,5,1,10,0.0020485494375370042,0.0001555896399738748,12,35,4
424,5,1,10,0.0019438202247191011,0.00014764303999775615,12,38,4
425,5,1,10,0.0017774581321278126,0.0001350181787983771,12,32,3
426,5,1,10,0.00165,0.0001283469506042013,12,39,5
427,5,1,10,0.00158,0.000125599338182721,12,34,3
428,5,1,10,0.0021187478567579483,0.00016091566182184288,12,31,5
429,5,1,10,0.00157,0.0001252018680175242,12,35,3
430,5,1,10,0.00163,0.00012756799651925774,12,37,1
431,5,1,10,0.0020606031730906666,0.00015650419505985276,12,36,4
432,5,1,10,0.001842503248343877,0.00013995456211828242,12,30,3
433,5,1,10,0.001524,3.90087034606246e-05,12,32,1
434,5,1,10,0.00165,0.0001283469506042013,12,30,3
435,5,1,10,0.00166,0.00012873464850652,12,32,2
436,5,1,10,0.0020488163052617865,0.00015560988819229163,12,35,4
437,6,1,10,0.0017302076249149899,0.00013143205748614875,12,31,4
438,6,1,10,0.001748658182810589,0.00013283239989519142,12,36,3
439,6,1,10,0.002177990960708036,0.00016541020302508722,12,37,6
