method,C,code_family,step,metric,median,q25,q75,min,max,n_runs_available
beam,0,"[625,25]",0.0,best_distance_so_far,6.0,6.0,6.0,6.0,6.0,10
beam,0,"[625,25]",1.0,best_distance_so_far,8.0,8.0,8.0,8.0,8.0,10
beam,0,"[625,25]",2.0,best_distance_so_far,8.0,8.0,8.0,8.0,8.0,10
beam,0,"[625,25]",3.0,best_distance_so_far,8.0,8.0,8.0,8.0,8.0,10
beam,0,"[625,25]",4.0,best_distance_so_far,8.0,8.0,8.0,8.0,9.0,10
beam,0,"[625,25]",5.0,best_distance_so_far,8.5,8.0,9.0,8.0,9.0,10
beam,0,"[625,25]",6.0,best_distance_so_far,8.5,8.0,9.0,8.0,9.0,10
beam,0,"[625,25]",7.0,best_distance_so_far,8.5,8.0,9.0,8.0,9.0,10
beam,0,"[625,25]",8.0,best_distance_so_far,9.0,8.0,9.0,8.0,9.0,10
beam,0,"[625,25]",9.0,best_distance_so_far,9.0,8.0,9.0,8.0,9.0,10
beam,0,"[625,25]",10.0,best_distance_so_far,9.0,8.0,9.0,8.0,9.0,10
beam,0,"[625,25]",11.0,best_distance_so_far,9.0,8.25,9.0,8.0,9.0,10
beam,0,"[625,25]",12.0,best_distance_so_far,9.0,8.25,9.0,8.0,9.0,10
beam,0,"[625,25]",13.0,best_distance_so_far,9.0,8.25,9.0,8.0,9.0,10
beam,0,"[625,25]",14.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",15.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",16.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",17.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",18.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",19.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",20.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",21.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",22.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",23.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",24.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",25.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",26.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",27.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",28.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",29.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",30.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",31.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",32.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",33.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",34.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",35.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",36.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",37.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",38.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",39.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",40.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",41.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",42.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",43.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",44.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",45.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",46.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",47.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",48.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",49.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",50.0,best_distance_so_far,9.0,9.0,9.0,8.0,9.0,10
beam,0,"[625,25]",0.0,best_score_at_best_distance_so_far,1061408010099.9994,1061408010099.9994,1061408010099.9994,1061408010099.9994,1061408010099.9994,10
beam,0,"[625,25]",1.0,best_score_at_best_distance_so_far,51609999999.99997,47773110999.99997,51609999999.99997,47773110999.99997,51609999999.99997,10
beam,0,"[625,25]",2.0,best_score_at_best_distance_so_far,28558250499.999985,28063299999.999985,35052587499.999985,27093000999.999985,37874100999.999985,10
beam,0,"[625,25]",3.0,best_score_at_best_distance_so_far,19242399999.999992,18522100007.49999,27159157749.999985,18272100999.99999,28063299999.999985,10
beam,0,"[625,25]",4.0,best_score_at_best_distance_so_far,18272100999.99999,18272100999.99999,18272100999.99999,11143209999.999996,27280200099.999985,10
beam,0,"[625,25]",5.0,best_score_at_best_distance_so_far,14707655499.999992,11143209999.999996,18272100999.99999,11055000999.999996,25320000099.999985,10
beam,0,"[625,25]",6.0,best_score_at_best_distance_so_far,14707655499.999992,11055000999.999996,18272100999.99999,9282000099.999996,25320000099.999985,10
beam,0,"[625,25]",7.0,best_score_at_best_distance_so_far,14707655499.999992,11055000999.999996,18272100999.99999,9282000099.999996,19964109999.999992,10
beam,0,"[625,25]",8.0,best_score_at_best_distance_so_far,11143209999.999996,11055000999.999996,18272100999.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",9.0,best_score_at_best_distance_so_far,11143209999.999996,9725250324.999996,18272100999.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",10.0,best_score_at_best_distance_so_far,11143209999.999996,9725250324.999996,18272100999.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",11.0,best_score_at_best_distance_so_far,11143209999.999996,9282000099.999996,16489878249.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",12.0,best_score_at_best_distance_so_far,11143209999.999996,9282000099.999996,16489878249.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",13.0,best_score_at_best_distance_so_far,11143209999.999996,9282000099.999996,16489878249.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",14.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",15.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",16.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",17.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",18.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",19.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",20.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",21.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",22.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",23.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",24.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",25.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",26.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",27.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",28.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",29.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",30.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",31.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",32.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",33.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",34.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",35.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",36.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",37.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",38.0,best_score_at_best_distance_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",39.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",40.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",41.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",42.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",43.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",44.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",45.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",46.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",47.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11121157749.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",48.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11121157749.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",49.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11121157749.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",50.0,best_score_at_best_distance_so_far,10168500549.999996,9282000099.999996,11121157749.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",0.0,global_min_score_so_far,1061408010099.9994,1061408010099.9994,1061408010099.9994,1061408010099.9994,1061408010099.9994,10
beam,0,"[625,25]",1.0,global_min_score_so_far,51609999999.99997,47773110999.99997,51609999999.99997,47773110999.99997,51609999999.99997,10
beam,0,"[625,25]",2.0,global_min_score_so_far,28558250499.999985,28063299999.999985,35052587499.999985,27093000999.999985,37874100999.999985,10
beam,0,"[625,25]",3.0,global_min_score_so_far,19242399999.999992,18522100007.49999,27159157749.999985,18272100999.99999,28063299999.999985,10
beam,0,"[625,25]",4.0,global_min_score_so_far,18272100999.99999,18272100999.99999,18272100999.99999,11143209999.999996,27280200099.999985,10
beam,0,"[625,25]",5.0,global_min_score_so_far,14707655499.999992,11143209999.999996,18272100999.99999,11055000999.999996,25320000099.999985,10
beam,0,"[625,25]",6.0,global_min_score_so_far,14707655499.999992,11055000999.999996,18272100999.99999,9282000099.999996,25320000099.999985,10
beam,0,"[625,25]",7.0,global_min_score_so_far,14707655499.999992,11055000999.999996,18272100999.99999,9282000099.999996,19964109999.999992,10
beam,0,"[625,25]",8.0,global_min_score_so_far,11143209999.999996,11055000999.999996,18272100999.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",9.0,global_min_score_so_far,11143209999.999996,9725250324.999996,18272100999.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",10.0,global_min_score_so_far,11143209999.999996,9725250324.999996,18272100999.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",11.0,global_min_score_so_far,11143209999.999996,9282000099.999996,16489878249.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",12.0,global_min_score_so_far,11143209999.999996,9282000099.999996,16489878249.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",13.0,global_min_score_so_far,11143209999.999996,9282000099.999996,16489878249.99999,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",14.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",15.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",16.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",17.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",18.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",19.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",20.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",21.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",22.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",23.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",24.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",25.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",26.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",27.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",28.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",29.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",30.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",31.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",32.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",33.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",34.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",35.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",36.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",37.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",38.0,global_min_score_so_far,10212605049.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",39.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",40.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",41.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",42.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",43.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",44.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",45.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",46.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11143209999.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",47.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11121157749.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",48.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11121157749.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",49.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11121157749.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",50.0,global_min_score_so_far,10168500549.999996,9282000099.999996,11121157749.999996,9282000099.999996,18272100999.99999,10
beam,0,"[625,25]",0.0,n_evaluated,1.0,1.0,1.0,1.0,1.0,10
beam,0,"[625,25]",1.0,n_evaluated,248.0,247.25,251.5,246.0,256.0,10
beam,0,"[625,25]",2.0,n_evaluated,555.0,534.5,562.75,499.0,586.0,10
beam,0,"[625,25]",3.0,n_evaluated,765.0,747.25,776.25,694.0,872.0,10
beam,0,"[625,25]",4.0,n_evaluated,959.5,942.5,983.5,869.0,1135.0,10
beam,0,"[625,25]",5.0,n_evaluated,1146.5,1132.5,1164.5,941.0,1331.0,10
beam,0,"[625,25]",6.0,n_evaluated,1341.5,1261.0,1365.5,1094.0,1541.0,10
beam,0,"[625,25]",7.0,n_evaluated,1470.5,1323.5,1575.25,1159.0,1736.0,10
beam,0,"[625,25]",8.0,n_evaluated,1629.0,1336.25,1783.5,1169.0,1963.0,10
beam,0,"[625,25]",9.0,n_evaluated,1709.0,1349.5,2002.0,1181.0,2198.0,10
beam,0,"[625,25]",10.0,n_evaluated,1753.0,1367.0,2229.5,1194.0,2428.0,10
beam,0,"[625,25]",11.0,n_evaluated,1766.5,1383.75,2443.75,1206.0,2658.0,10
beam,0,"[625,25]",12.0,n_evaluated,1784.0,1394.5,2624.75,1221.0,2874.0,10
beam,0,"[625,25]",13.0,n_evaluated,1806.0,1407.75,2797.25,1236.0,3126.0,10
beam,0,"[625,25]",14.0,n_evaluated,1829.5,1418.5,2940.0,1256.0,3346.0,10
beam,0,"[625,25]",15.0,n_evaluated,1850.5,1435.25,3061.25,1272.0,3596.0,10
beam,0,"[625,25]",16.0,n_evaluated,1872.0,1457.5,3157.25,1287.0,3822.0,10
beam,0,"[625,25]",17.0,n_evaluated,1892.5,1477.0,3174.25,1300.0,4033.0,10
beam,0,"[625,25]",18.0,n_evaluated,1920.5,1497.5,3188.25,1310.0,4255.0,10
beam,0,"[625,25]",19.0,n_evaluated,1948.0,1519.0,3207.25,1325.0,4469.0,10
beam,0,"[625,25]",20.0,n_evaluated,1973.5,1535.75,3221.25,1342.0,4672.0,10
beam,0,"[625,25]",21.0,n_evaluated,1995.5,1553.5,3240.0,1356.0,4866.0,10
beam,0,"[625,25]",22.0,n_evaluated,2018.5,1572.5,3258.75,1365.0,5081.0,10
beam,0,"[625,25]",23.0,n_evaluated,2046.0,1589.75,3281.75,1374.0,5284.0,10
beam,0,"[625,25]",24.0,n_evaluated,2065.5,1608.25,3302.5,1386.0,5502.0,10
beam,0,"[625,25]",25.0,n_evaluated,2091.0,1634.25,3321.0,1401.0,5705.0,10
beam,0,"[625,25]",26.0,n_evaluated,2117.5,1651.5,3345.0,1410.0,5926.0,10
beam,0,"[625,25]",27.0,n_evaluated,2139.0,1664.25,3361.0,1418.0,6175.0,10
beam,0,"[625,25]",28.0,n_evaluated,2159.5,1686.5,3386.5,1431.0,6411.0,10
beam,0,"[625,25]",29.0,n_evaluated,2183.0,1700.25,3404.5,1444.0,6620.0,10
beam,0,"[625,25]",30.0,n_evaluated,2202.0,1718.5,3421.0,1460.0,6855.0,10
beam,0,"[625,25]",31.0,n_evaluated,2220.0,1735.75,3440.0,1477.0,7079.0,10
beam,0,"[625,25]",32.0,n_evaluated,2239.0,1752.25,3459.75,1489.0,7300.0,10
beam,0,"[625,25]",33.0,n_evaluated,2253.5,1761.75,3483.5,1500.0,7533.0,10
beam,0,"[625,25]",34.0,n_evaluated,2274.0,1775.25,3513.25,1515.0,7753.0,10
beam,0,"[625,25]",35.0,n_evaluated,2297.0,1791.75,3531.25,1529.0,7977.0,10
beam,0,"[625,25]",36.0,n_evaluated,2317.0,1811.0,3553.75,1536.0,8188.0,10
beam,0,"[625,25]",37.0,n_evaluated,2335.0,1822.0,3580.5,1554.0,8389.0,10
beam,0,"[625,25]",38.0,n_evaluated,2357.5,1838.75,3612.0,1569.0,8597.0,10
beam,0,"[625,25]",39.0,n_evaluated,2375.5,1860.75,3638.0,1583.0,8834.0,10
beam,0,"[625,25]",40.0,n_evaluated,2398.0,1883.5,3664.25,1598.0,9067.0,10
beam,0,"[625,25]",41.0,n_evaluated,2421.5,1899.5,3687.0,1610.0,9297.0,10
beam,0,"[625,25]",42.0,n_evaluated,2440.0,1919.25,3713.75,1626.0,9528.0,10
beam,0,"[625,25]",43.0,n_evaluated,2454.5,1938.0,3735.75,1651.0,9778.0,10
beam,0,"[625,25]",44.0,n_evaluated,2473.5,1956.5,3755.0,1677.0,10012.0,10
beam,0,"[625,25]",45.0,n_evaluated,2491.0,1976.75,3777.0,1703.0,10235.0,10
beam,0,"[625,25]",46.0,n_evaluated,2514.0,1999.0,3807.25,1716.0,10470.0,10
beam,0,"[625,25]",47.0,n_evaluated,2539.5,2021.5,3833.75,1737.0,10714.0,10
beam,0,"[625,25]",48.0,n_evaluated,2560.0,2042.0,3864.25,1762.0,10945.0,10
beam,0,"[625,25]",49.0,n_evaluated,2584.0,2063.0,3891.75,1795.0,11168.0,10
beam,0,"[625,25]",50.0,n_evaluated,2606.5,2087.75,3913.75,1829.0,11407.0,10
beam,1,"[1225,49]",0.0,best_distance_so_far,6.0,6.0,6.0,6.0,6.0,10
beam,1,"[1225,49]",1.0,best_distance_so_far,9.0,8.25,9.0,8.0,10.0,10
beam,1,"[1225,49]",2.0,best_distance_so_far,10.0,10.0,10.0,10.0,10.0,10
beam,1,"[1225,49]",3.0,best_distance_so_far,10.0,10.0,10.0,10.0,10.0,10
beam,1,"[1225,49]",4.0,best_distance_so_far,10.0,10.0,10.0,10.0,10.0,10
beam,1,"[1225,49]",5.0,best_distance_so_far,10.0,10.0,10.0,10.0,10.0,10
beam,1,"[1225,49]",6.0,best_distance_so_far,10.0,10.0,10.0,10.0,10.0,10
beam,1,"[1225,49]",7.0,best_distance_so_far,10.0,10.0,10.0,10.0,10.0,10
beam,1,"[1225,49]",8.0,best_distance_so_far,10.0,10.0,10.0,10.0,10.0,10
beam,1,"[1225,49]",9.0,best_distance_so_far,10.0,10.0,10.0,10.0,10.0,10
beam,1,"[1225,49]",10.0,best_distance_so_far,10.0,10.0,10.0,10.0,10.0,10
beam,1,"[1225,49]",11.0,best_distance_so_far,10.0,10.0,10.0,10.0,11.0,10
beam,1,"[1225,49]",12.0,best_distance_so_far,10.0,10.0,10.0,10.0,11.0,10
beam,1,"[1225,49]",13.0,best_distance_so_far,10.0,10.0,10.0,10.0,11.0,10
beam,1,"[1225,49]",14.0,best_distance_so_far,10.0,10.0,10.0,10.0,11.0,10
beam,1,"[1225,49]",15.0,best_distance_so_far,10.0,10.0,10.0,10.0,11.0,10
beam,1,"[1225,49]",16.0,best_distance_so_far,10.0,10.0,10.0,10.0,11.0,10
beam,1,"[1225,49]",17.0,best_distance_so_far,10.0,10.0,10.0,10.0,11.0,10
beam,1,"[1225,49]",18.0,best_distance_so_far,10.0,10.0,10.0,10.0,11.0,10
beam,1,"[1225,49]",19.0,best_distance_so_far,10.0,10.0,10.0,10.0,11.0,10
beam,1,"[1225,49]",20.0,best_distance_so_far,10.0,10.0,10.75,10.0,11.0,10
beam,1,"[1225,49]",21.0,best_distance_so_far,10.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",22.0,best_distance_so_far,10.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",23.0,best_distance_so_far,10.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",24.0,best_distance_so_far,10.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",25.0,best_distance_so_far,10.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",26.0,best_distance_so_far,10.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",27.0,best_distance_so_far,10.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",28.0,best_distance_so_far,10.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",29.0,best_distance_so_far,10.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",30.0,best_distance_so_far,10.5,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",31.0,best_distance_so_far,11.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",32.0,best_distance_so_far,11.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",33.0,best_distance_so_far,11.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",34.0,best_distance_so_far,11.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",35.0,best_distance_so_far,11.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",36.0,best_distance_so_far,11.0,10.0,11.0,10.0,11.0,10
beam,1,"[1225,49]",37.0,best_distance_so_far,11.0,10.25,11.0,10.0,11.0,10
